Rk,Team,Date,H/A,Opp,Result,Tm_ORtg,Tm_DRtg,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_FT/FGA,Opp_ORtg,Opp_DRtg,Opp_FTr,Opp_3PAr,Opp_TS%,Opp_eFG%,Opp_FT/FGA
739,MIA,2025-02-21,@,TOR,"W, 120-111 (OT)",119.9,110.9,.200,.400,.613,.583,.167,110.9,119.9,.253,.473,.549,.511,.198
740,DAL,2025-03-09,,PHO,"L, 116-125",119.9,129.2,.182,.477,.610,.585,.148,129.2,119.9,.214,.333,.680,.643,.202
741,ORL,2025-03-21,@,WAS,"W, 120-105",119.9,104.9,.135,.438,.590,.568,.115,104.9,119.9,.218,.448,.551,.523,.161
742,MIN,2024-11-08,,POR,"W, 127-102",119.9,96.3,.144,.515,.616,.598,.113,96.3,119.9,.264,.275,.502,.462,.198
743,UTA,2024-10-23,,MEM,"L, 124-126",119.9,121.8,.529,.306,.592,.529,.400,121.8,119.9,.352,.495,.600,.566,.253
744,PHO,2024-12-05,@,NOP,"L, 124-126",119.9,121.8,.306,.529,.643,.606,.247,121.8,119.9,.263,.379,.594,.568,.189
745,MEM,2025-02-23,@,CLE,"L, 123-129",119.9,125.7,.337,.424,.582,.538,.261,125.7,119.9,.354,.475,.564,.530,.242
746,SAS,2024-11-15,,LAL,"L, 115-120",119.8,125.1,.182,.511,.605,.585,.136,125.1,119.8,.261,.352,.611,.580,.205
747,ORL,2025-02-27,,GSW,"L, 115-121",119.8,126.1,.202,.315,.593,.567,.157,126.1,119.8,.430,.570,.644,.576,.380
748,NYK,2025-02-03,,HOU,"W, 124-118",119.8,114.0,.323,.280,.584,.538,.258,114.0,119.8,.144,.269,.533,.500,.135
749,DAL,2024-12-28,@,POR,"L, 122-126",119.8,123.7,.292,.427,.607,.567,.236,123.7,119.8,.315,.283,.601,.560,.250
750,PHO,2025-02-03,@,POR,"L, 119-121 (OT)",119.8,121.8,.329,.494,.611,.559,.282,121.8,119.8,.337,.449,.592,.539,.281
751,BOS,2025-03-10,,UTA,"W, 114-108",119.8,113.5,.194,.570,.565,.527,.172,113.5,119.8,.126,.400,.538,.521,.095
752,MIL,2025-03-30,,ATL,"L, 124-145",119.8,140.1,.524,.427,.614,.549,.415,140.1,119.8,.372,.511,.663,.622,.298
753,LAC,2024-12-30,@,NOP,"W, 116-113",119.8,116.7,.314,.430,.593,.552,.244,116.7,119.8,.171,.451,.641,.622,.134
754,BRK,2025-03-29,@,WAS,"W, 115-112",119.8,116.6,.227,.523,.594,.545,.216,116.6,119.8,.388,.400,.563,.488,.341
755,IND,2025-03-04,,HOU,"W, 115-102",119.8,106.2,.116,.488,.636,.610,.116,106.2,119.8,.265,.306,.466,.454,.133
756,DAL,2024-11-14,@,UTA,"L, 113-115",119.7,121.9,.235,.459,.602,.576,.176,121.9,119.7,.247,.400,.610,.582,.188
757,CLE,2024-12-20,,MIL,"W, 124-101",119.7,97.5,.154,.516,.638,.615,.132,97.5,119.7,.212,.318,.543,.529,.129
758,DET,2025-01-06,,POR,"W, 118-115",119.7,116.7,.234,.457,.569,.527,.202,116.7,119.7,.056,.389,.624,.622,.033
759,DAL,2025-01-03,,CLE,"L, 122-134",119.7,131.5,.300,.440,.539,.490,.240,131.5,119.7,.204,.408,.627,.607,.153
760,WAS,2025-02-10,,SAS,"L, 121-131",119.7,129.6,.204,.505,.597,.559,.183,129.6,119.7,.330,.432,.650,.608,.273
761,ORL,2025-03-06,,CHI,"L, 123-125",119.7,121.6,.460,.379,.588,.511,.391,121.6,119.7,.349,.465,.630,.587,.279
762,DEN,2024-11-22,,DAL,"L, 120-123",119.7,122.7,.322,.322,.584,.561,.211,122.7,119.7,.297,.297,.598,.560,.231
763,UTA,2024-11-23,,NYK,"W, 121-106",119.7,104.8,.218,.391,.634,.615,.161,104.8,119.7,.120,.510,.503,.475,.110
764,SAC,2024-11-15,,MIN,"L, 126-130 (OT)",119.7,123.5,.208,.385,.601,.563,.188,123.5,119.7,.158,.485,.602,.574,.139
765,UTA,2024-11-12,,PHO,"L, 112-120",119.6,128.2,.098,.413,.584,.571,.076,128.2,119.6,.256,.453,.627,.605,.186
766,DAL,2025-03-21,,DET,"W, 123-117",119.6,113.8,.450,.425,.642,.600,.338,113.8,119.6,.194,.316,.550,.526,.143
767,HOU,2025-03-23,,DEN,"L, 111-116",119.5,124.9,.382,.382,.534,.500,.247,124.9,119.5,.299,.241,.589,.563,.207
768,HOU,2025-03-25,,ATL,"W, 121-114",119.5,112.6,.312,.419,.572,.511,.280,112.6,119.5,.146,.476,.520,.490,.126
769,CHI,2024-12-19,@,BOS,"W, 117-108",119.5,110.3,.170,.553,.579,.548,.149,110.3,119.5,.216,.577,.508,.464,.186
770,IND,2025-03-15,@,MIL,"L, 119-126",119.5,126.5,.135,.448,.585,.568,.104,126.5,119.5,.329,.468,.697,.639,.316
771,DEN,2024-12-16,@,SAC,"W, 130-129",119.5,118.6,.235,.275,.577,.549,.176,118.6,119.5,.196,.343,.582,.539,.186
772,SAS,2025-03-15,,NOP,"W, 119-115",119.5,115.5,.393,.464,.604,.560,.298,115.5,119.5,.120,.380,.594,.565,.120
773,BRK,2024-10-30,@,MEM,"W, 119-106",119.4,106.4,.313,.513,.654,.606,.275,106.4,119.4,.358,.333,.565,.519,.272
774,UTA,2024-12-30,,DEN,"L, 121-132",119.4,130.3,.256,.442,.632,.587,.233,130.3,119.4,.181,.286,.582,.548,.162
775,CHO,2025-01-22,@,MEM,"L, 120-132",119.4,131.4,.372,.360,.600,.541,.314,131.4,119.4,.143,.480,.634,.607,.133
776,ORL,2025-04-03,@,WAS,"W, 109-97",119.4,106.3,.305,.366,.586,.530,.268,106.3,119.4,.129,.353,.540,.518,.106
777,DET,2025-03-13,,WAS,"L, 125-129",119.4,123.2,.506,.353,.601,.518,.435,123.2,119.4,.300,.500,.633,.589,.256
778,PHO,2024-12-07,@,MIA,"L, 111-121",119.4,130.1,.305,.500,.597,.537,.280,130.1,119.4,.267,.372,.629,.599,.209
779,NYK,2025-01-20,,ATL,"W, 119-110",119.4,110.4,.233,.289,.600,.572,.178,110.4,119.4,.259,.353,.581,.547,.200
780,PHO,2025-02-22,@,CHI,"W, 121-117",119.4,115.4,.315,.337,.597,.539,.281,115.4,119.4,.173,.541,.555,.510,.173
781,WAS,2025-03-15,@,DEN,"W, 126-123",119.3,116.5,.179,.474,.615,.584,.158,116.5,119.3,.179,.358,.600,.568,.158
782,ATL,2025-02-08,@,WAS,"W, 125-111",119.3,106.0,.175,.454,.598,.577,.134,106.0,119.3,.226,.387,.543,.489,.215
783,CHI,2024-11-13,@,NYK,"W, 124-123",119.3,118.3,.329,.439,.660,.622,.268,118.3,119.3,.191,.394,.603,.590,.128
784,CHI,2024-12-06,,IND,"L, 123-132",119.3,128.0,.124,.515,.601,.582,.103,128.0,119.3,.130,.326,.678,.663,.109
785,BRK,2024-11-19,,CHO,"W, 116-115",119.3,118.3,.224,.482,.621,.600,.165,118.3,119.3,.268,.451,.627,.585,.232
786,WAS,2025-03-05,,UTA,"W, 125-122",119.3,116.4,.305,.495,.580,.532,.253,116.4,119.3,.198,.396,.556,.535,.139
787,UTA,2025-02-07,@,PHO,"L, 127-135 (OT)",119.3,126.8,.171,.410,.505,.466,.154,126.8,119.3,.202,.538,.596,.558,.183
788,HOU,2025-03-12,,PHO,"W, 111-104",119.2,111.7,.284,.432,.561,.523,.216,111.7,119.2,.274,.384,.636,.603,.219
789,MIL,2024-11-13,,DET,"W, 127-120 (OT)",119.2,112.7,.263,.368,.599,.553,.232,112.7,119.2,.130,.380,.568,.550,.100
790,MIA,2025-01-11,@,POR,"W, 119-98",119.2,98.2,.174,.478,.601,.582,.130,98.2,119.2,.200,.474,.474,.447,.137
791,IND,2024-11-24,,WAS,"W, 115-103",119.2,106.7,.314,.314,.587,.547,.244,106.7,119.2,.316,.443,.572,.525,.253
792,MIN,2024-11-04,,CHO,"W, 114-93",119.2,97.2,.329,.481,.630,.608,.228,97.2,119.2,.182,.477,.489,.455,.148
793,BOS,2025-01-12,,NOP,"W, 120-119",119.2,118.2,.228,.436,.540,.500,.188,118.2,119.2,.302,.430,.611,.564,.256
794,WAS,2025-04-02,,SAC,"W, 116-111",119.2,114.0,.214,.512,.631,.613,.155,114.0,119.2,.295,.411,.517,.474,.221
795,GSW,2025-03-28,@,NOP,"W, 111-95",119.1,101.9,.315,.598,.530,.484,.239,101.9,119.1,.346,.284,.509,.451,.272
796,TOR,2025-03-10,,WAS,"W, 119-104",119.1,104.1,.266,.450,.489,.468,.156,104.1,119.1,.143,.524,.466,.438,.114
797,MEM,2025-04-01,,GSW,"L, 125-134",119.1,127.7,.239,.478,.615,.576,.207,127.7,119.1,.283,.566,.602,.535,.283
798,SAC,2024-11-01,@,ATL,"W, 123-115",119.1,111.3,.337,.371,.602,.545,.292,111.3,119.1,.196,.543,.575,.549,.152
799,CLE,2025-03-02,,POR,"W, 133-129 (OT)",119.1,115.5,.361,.474,.592,.531,.309,115.5,119.1,.365,.417,.579,.510,.323
800,BOS,2025-01-27,,HOU,"L, 112-114",119.1,121.2,.250,.488,.631,.581,.238,121.2,119.1,.228,.446,.563,.538,.163
801,BOS,2024-12-06,,MIL,"W, 111-105",119.1,112.6,.184,.609,.590,.557,.161,112.6,119.1,.181,.309,.517,.484,.149
802,MIL,2024-11-02,,CLE,"L, 113-114",119.0,120.1,.169,.438,.591,.584,.101,120.1,119.0,.165,.418,.584,.566,.121
803,PHI,2024-11-04,@,PHO,"L, 116-118",119.0,121.1,.207,.586,.611,.575,.184,121.1,119.0,.317,.390,.631,.579,.280
804,BOS,2024-10-24,@,WAS,"W, 122-102",119.0,99.5,.300,.500,.599,.561,.233,99.5,119.0,.189,.379,.496,.468,.137
805,ATL,2025-03-12,,CHO,"W, 123-110",119.0,106.4,.443,.409,.585,.500,.398,106.4,119.0,.205,.398,.573,.534,.182
806,OKC,2024-12-10,,DAL,"W, 118-104",119.0,104.8,.069,.495,.567,.554,.059,104.8,119.0,.238,.450,.589,.569,.163
807,CHI,2025-01-12,,SAC,"L, 119-124",119.0,124.0,.215,.398,.584,.559,.161,124.0,119.0,.221,.411,.595,.563,.179
808,PHO,2025-03-24,,MIL,"W, 108-106",118.9,116.7,.220,.439,.601,.561,.195,116.7,118.9,.349,.470,.553,.518,.241
809,SAC,2025-03-22,,MIL,"L, 108-114",118.9,125.5,.242,.418,.536,.500,.187,125.5,118.9,.238,.369,.614,.601,.155
810,HOU,2024-10-25,,MEM,"W, 128-108",118.9,100.3,.367,.439,.562,.526,.255,100.3,118.9,.396,.308,.505,.473,.242
811,UTA,2024-11-19,@,LAL,"L, 118-124",118.9,124.9,.211,.400,.600,.567,.178,124.9,118.9,.474,.408,.675,.645,.342
812,MIN,2024-10-29,,DAL,"L, 114-120",118.9,125.1,.338,.506,.645,.630,.221,125.1,118.9,.194,.419,.595,.570,.151
813,WAS,2025-01-16,,PHO,"L, 123-130",118.9,125.6,.293,.446,.592,.571,.196,125.6,118.9,.365,.388,.659,.612,.306
814,DET,2025-03-05,@,LAC,"L, 115-123",118.8,127.1,.221,.407,.609,.587,.163,127.1,118.8,.325,.300,.673,.631,.275
815,TOR,2025-01-21,,ORL,"W, 109-93",118.8,101.4,.384,.329,.639,.623,.247,101.4,118.8,.224,.365,.498,.465,.165
816,GSW,2024-11-12,,DAL,"W, 120-117",118.8,115.9,.287,.436,.567,.553,.170,115.9,118.8,.286,.405,.619,.589,.214
817,PHI,2025-01-10,,NOP,"L, 115-123",118.8,127.1,.209,.418,.579,.538,.187,127.1,118.8,.286,.440,.600,.582,.187
818,WAS,2024-12-07,,DEN,"W, 122-113",118.8,110.1,.237,.441,.594,.570,.172,110.1,118.8,.284,.263,.529,.511,.168
819,LAC,2025-03-30,@,CLE,"L, 122-127",118.8,123.7,.237,.441,.594,.570,.172,123.7,118.8,.247,.484,.616,.586,.194
820,CLE,2025-03-23,@,UTA,"W, 120-91",118.8,90.1,.323,.500,.547,.516,.219,90.1,118.8,.202,.562,.469,.449,.124
821,MIL,2025-03-26,@,DEN,"L, 117-127",118.8,128.9,.146,.416,.618,.607,.101,128.9,118.8,.244,.411,.637,.633,.144
822,ORL,2025-03-08,@,MIL,"W, 111-109",118.8,116.6,.232,.390,.614,.585,.183,116.6,118.8,.307,.307,.640,.620,.213
823,SAS,2024-11-02,,MIN,"W, 113-103",118.8,108.2,.205,.506,.624,.596,.169,108.2,118.8,.244,.451,.567,.543,.171
824,PHI,2025-03-26,,WAS,"L, 114-119",118.8,124.0,.204,.469,.534,.500,.163,124.0,118.8,.126,.463,.593,.600,.053
825,LAC,2024-12-19,@,DAL,"W, 118-95",118.7,95.6,.200,.388,.638,.600,.188,95.6,118.7,.326,.349,.483,.436,.233
826,IND,2024-12-19,@,PHO,"W, 120-111",118.7,109.8,.348,.461,.585,.528,.292,109.8,118.7,.341,.366,.588,.543,.268
827,MIA,2024-11-26,,MIL,"L, 103-106",118.7,122.2,.390,.377,.571,.519,.299,122.2,118.7,.221,.545,.627,.597,.182
828,ATL,2024-11-12,@,BOS,"W, 117-116",118.7,117.7,.131,.323,.559,.556,.071,117.7,118.7,.360,.600,.668,.627,.293
829,BOS,2025-03-12,,OKC,"L, 112-118",118.7,125.1,.128,.670,.564,.543,.106,125.1,118.7,.427,.451,.606,.567,.305
830,NYK,2024-12-01,,NOP,"W, 118-85",118.7,85.5,.174,.489,.596,.565,.152,85.5,118.7,.181,.287,.419,.394,.117
831,IND,2025-03-14,@,PHI,"W, 112-100",118.6,105.9,.202,.393,.578,.551,.157,105.9,118.6,.268,.463,.545,.518,.183
832,BRK,2024-11-01,,CHI,"W, 120-112",118.6,110.7,.138,.383,.602,.580,.117,110.7,118.6,.273,.500,.568,.528,.216
833,PHI,2024-12-28,@,UTA,"W, 114-111",118.6,115.5,.446,.434,.574,.512,.349,115.5,118.6,.169,.404,.581,.551,.146
834,ATL,2024-12-06,,LAL,"W, 134-132 (OT)",118.6,116.8,.220,.400,.611,.585,.170,116.8,118.6,.162,.354,.622,.596,.141
835,CLE,2025-03-21,@,PHO,"L, 112-123",118.6,130.2,.149,.479,.559,.537,.117,130.2,118.6,.087,.457,.644,.625,.087
836,DET,2024-12-04,@,BOS,"L, 120-130",118.6,128.5,.214,.464,.653,.631,.167,128.5,118.6,.266,.564,.619,.590,.202
837,GSW,2025-03-01,@,PHI,"L, 119-126",118.6,125.6,.190,.420,.549,.520,.150,125.6,118.6,.329,.388,.647,.641,.200
838,MIN,2025-02-03,,SAC,"L, 114-116",118.6,120.7,.170,.426,.564,.521,.170,120.7,118.6,.217,.261,.575,.543,.174
839,HOU,2024-11-04,,NYK,"W, 109-97",118.6,105.5,.205,.375,.568,.534,.170,105.5,118.6,.239,.318,.499,.449,.205
840,SAC,2024-12-16,,DEN,"L, 129-130",118.6,119.5,.196,.343,.582,.539,.186,119.5,118.6,.235,.275,.577,.549,.176
841,PHI,2024-12-16,@,CHO,"W, 121-108",118.6,105.8,.375,.475,.649,.613,.288,105.8,118.6,.253,.458,.585,.578,.145
842,DEN,2025-01-14,@,DAL,"W, 118-99",118.6,99.5,.265,.349,.637,.596,.229,99.5,118.6,.244,.356,.497,.472,.156
843,ORL,2025-01-25,,DET,"W, 121-113",118.6,110.7,.458,.398,.607,.572,.313,110.7,118.6,.326,.291,.575,.523,.267
844,ORL,2024-11-08,,NOP,"W, 115-88",118.6,90.7,.244,.372,.604,.570,.198,90.7,118.6,.202,.369,.481,.440,.167
845,NYK,2024-11-06,@,ATL,"L, 116-121",118.5,123.7,.179,.560,.640,.619,.143,123.7,118.5,.220,.380,.552,.525,.160
846,LAL,2024-11-08,,PHI,"W, 116-106",118.5,108.3,.165,.412,.636,.612,.141,108.3,118.5,.240,.406,.499,.474,.156
847,IND,2025-02-06,@,LAC,"W, 119-112",118.5,111.5,.253,.411,.564,.521,.211,111.5,118.5,.205,.455,.584,.563,.148
848,IND,2024-10-30,,BOS,"W, 135-132 (OT)",118.5,115.8,.231,.365,.589,.553,.192,115.8,118.5,.284,.523,.538,.491,.229
849,CHO,2024-10-25,@,ATL,"L, 120-125",118.5,123.4,.323,.531,.547,.495,.260,123.4,118.5,.469,.469,.640,.568,.407
850,OKC,2025-01-02,,LAC,"W, 116-98",118.5,100.1,.233,.442,.612,.581,.186,100.1,118.5,.210,.395,.554,.537,.136
851,LAC,2025-01-04,,ATL,"W, 131-105",118.4,94.9,.177,.375,.633,.620,.125,94.9,118.4,.193,.523,.550,.523,.148
852,MIN,2024-12-27,@,HOU,"W, 113-112",118.4,117.4,.193,.518,.627,.633,.096,117.4,118.4,.207,.326,.558,.543,.130
853,MEM,2024-11-08,,WAS,"W, 128-104",118.4,96.2,.258,.443,.593,.546,.227,96.2,118.4,.247,.376,.504,.457,.204
854,SAC,2025-01-27,@,BRK,"W, 110-96",118.4,103.3,.207,.341,.615,.604,.134,103.3,118.4,.366,.439,.504,.427,.317
855,PHI,2025-03-21,@,SAS,"L, 120-128",118.4,126.3,.247,.457,.668,.654,.173,126.3,118.4,.202,.438,.660,.635,.169
856,NYK,2025-03-22,,WAS,"W, 122-103",118.4,99.9,.297,.385,.593,.555,.231,99.9,118.4,.216,.409,.534,.506,.159
857,UTA,2025-01-07,,ATL,"L, 121-124",118.4,121.3,.260,.500,.565,.516,.229,121.3,118.4,.153,.449,.593,.571,.122
858,NYK,2025-03-30,,POR,"W, 110-93",118.4,100.1,.155,.298,.613,.595,.119,100.1,118.4,.161,.414,.499,.489,.092
859,NYK,2024-11-13,,CHI,"L, 123-124",118.3,119.3,.191,.394,.603,.590,.128,119.3,118.3,.329,.439,.660,.622,.268
860,HOU,2024-12-23,@,CHO,"W, 114-101",118.3,104.8,.192,.424,.531,.500,.152,104.8,118.3,.270,.404,.507,.472,.191
861,TOR,2025-01-15,,BOS,"W, 110-97",118.3,104.3,.169,.382,.575,.567,.101,104.3,118.3,.198,.505,.490,.484,.099
862,PHI,2024-12-20,,CHO,"W, 108-98",118.3,107.3,.217,.398,.594,.566,.169,107.3,118.3,.269,.397,.562,.526,.205
863,BRK,2025-02-01,@,HOU,"W, 110-98",118.3,105.4,.241,.310,.571,.552,.161,105.4,118.3,.158,.411,.482,.463,.105
864,ORL,2024-10-25,,BRK,"W, 116-101",118.3,103.0,.440,.400,.648,.620,.307,103.0,118.3,.253,.446,.547,.506,.205
865,LAL,2025-01-02,,POR,"W, 114-106",118.3,110.0,.149,.457,.569,.537,.138,110.0,118.3,.263,.325,.594,.556,.213
866,CHO,2024-11-19,@,BRK,"L, 115-116",118.3,119.3,.268,.451,.627,.585,.232,119.3,118.3,.224,.482,.621,.600,.165
867,BOS,2025-03-02,,DEN,"W, 110-103",118.2,110.7,.346,.436,.612,.564,.282,110.7,118.2,.151,.407,.561,.547,.105
868,NOP,2025-01-12,@,BOS,"L, 119-120",118.2,119.2,.302,.430,.611,.564,.256,119.2,118.2,.228,.436,.540,.500,.188
869,BOS,2024-11-24,,MIN,"W, 107-105",118.1,115.9,.172,.644,.572,.546,.138,115.9,118.1,.239,.466,.540,.506,.182
870,OKC,2024-12-07,@,NOP,"W, 119-109",118.1,108.2,.247,.376,.631,.600,.200,108.2,118.1,.342,.468,.600,.551,.278
871,MEM,2025-01-13,@,HOU,"L, 118-120",118.1,120.1,.250,.381,.633,.619,.167,120.1,118.1,.383,.383,.634,.605,.272
872,DAL,2024-10-24,,SAS,"W, 120-109",118.1,107.3,.225,.431,.535,.505,.167,107.3,118.1,.279,.419,.564,.523,.221
873,LAL,2025-03-24,@,ORL,"L, 106-118",118.1,131.4,.350,.400,.574,.525,.275,131.4,118.1,.271,.471,.620,.582,.224
874,ORL,2024-12-04,@,PHI,"W, 106-102",118.1,113.6,.250,.345,.568,.536,.190,113.6,118.1,.232,.366,.564,.555,.134
875,DEN,2024-11-04,,TOR,"W, 121-119",118.1,116.1,.458,.373,.607,.554,.349,116.1,118.1,.175,.379,.536,.519,.117
876,PHO,2024-10-26,,DAL,"W, 114-102",118.1,105.6,.463,.488,.592,.538,.350,105.6,118.1,.194,.441,.505,.468,.161
877,DEN,2025-03-05,,SAC,"W, 116-110",118.0,111.9,.345,.402,.579,.529,.276,111.9,118.0,.146,.281,.538,.516,.115
878,MEM,2024-10-26,,ORL,"W, 124-111",118.0,105.7,.279,.395,.642,.610,.221,105.7,118.0,.322,.552,.559,.523,.230
879,GSW,2025-01-22,@,SAC,"L, 117-123",118.0,124.1,.141,.522,.599,.587,.098,124.1,118.0,.395,.370,.647,.574,.370
880,IND,2024-11-01,@,NOP,"L, 118-125",118.0,125.0,.146,.427,.623,.607,.112,125.0,118.0,.188,.307,.572,.545,.149
881,GSW,2025-03-04,@,NYK,"W, 114-102",118.0,105.5,.216,.420,.592,.563,.170,105.5,118.0,.163,.359,.517,.489,.130
882,SAS,2025-02-05,@,ATL,"W, 126-125",117.9,117.0,.158,.366,.583,.564,.119,117.0,117.9,.198,.462,.632,.615,.143
883,OKC,2024-11-10,,GSW,"L, 116-127",117.9,129.1,.277,.351,.550,.505,.223,129.1,117.9,.258,.483,.641,.624,.180
884,PHO,2025-01-27,,LAC,"W, 111-109",117.9,115.8,.129,.553,.618,.600,.106,115.8,117.9,.241,.386,.594,.554,.205
885,UTA,2024-12-19,@,DET,"W, 126-119",117.9,111.4,.373,.482,.652,.590,.337,111.4,117.9,.171,.448,.527,.500,.133
886,PHO,2025-03-28,@,MIN,"L, 109-124",117.9,134.1,.165,.468,.643,.633,.114,134.1,117.9,.146,.438,.655,.635,.124
887,ATL,2024-12-23,,MIN,"W, 117-104",117.9,104.8,.356,.493,.693,.658,.288,104.8,117.9,.143,.473,.538,.505,.132
888,BRK,2025-03-10,,LAL,"W, 111-108",117.9,114.7,.333,.500,.538,.511,.211,114.7,117.9,.224,.471,.578,.547,.176
889,BOS,2025-03-08,,LAL,"W, 111-101",117.9,107.3,.298,.452,.584,.554,.214,107.3,117.9,.161,.460,.542,.529,.103
890,IND,2024-12-15,,NOP,"W, 119-104",117.9,103.0,.296,.469,.650,.605,.259,103.0,117.9,.237,.340,.485,.443,.186
891,DEN,2024-11-01,@,MIN,"L, 116-119",117.9,120.9,.315,.348,.554,.505,.250,120.9,117.9,.217,.506,.654,.627,.181
892,CHO,2024-11-21,,DET,"W, 123-121 (OT)",117.9,116.0,.226,.473,.602,.581,.161,116.0,117.9,.253,.485,.550,.510,.202
893,CHO,2025-03-08,,BRK,"W, 105-102",117.9,114.5,.163,.347,.500,.464,.143,114.5,117.9,.183,.610,.576,.549,.146
894,MIL,2025-02-20,,LAC,"W, 116-110",117.9,111.8,.338,.538,.631,.581,.288,111.8,117.9,.216,.341,.571,.534,.182
895,POR,2025-02-26,@,WAS,"W, 129-121",117.9,110.6,.347,.366,.554,.505,.267,110.6,117.9,.398,.434,.620,.590,.277
896,BRK,2024-11-13,,BOS,"L, 114-139",117.8,143.7,.228,.544,.656,.627,.190,143.7,117.8,.258,.495,.671,.656,.183
897,MEM,2024-12-07,@,BOS,"W, 127-121",117.8,112.3,.245,.351,.610,.580,.191,112.3,117.8,.267,.571,.516,.486,.181
898,BOS,2025-02-12,,SAS,"W, 116-103",117.8,104.6,.231,.604,.579,.560,.154,104.6,117.8,.125,.406,.508,.484,.104
899,PHI,2025-01-04,@,BRK,"W, 123-94",117.8,90.0,.366,.488,.646,.604,.293,90.0,117.8,.232,.500,.520,.500,.146
900,BOS,2024-12-25,,PHI,"L, 114-118",117.8,121.9,.137,.516,.566,.558,.084,121.9,117.8,.216,.455,.612,.563,.216
901,SAC,2025-03-01,@,HOU,"W, 113-103",117.8,107.4,.241,.322,.587,.557,.184,107.4,117.8,.267,.407,.536,.506,.186
902,PHO,2024-10-25,@,LAL,"L, 116-123",117.7,124.9,.207,.451,.648,.616,.183,124.9,117.7,.520,.360,.667,.627,.387
903,UTA,2025-01-30,,MIN,"L, 113-138",117.7,143.8,.325,.442,.642,.597,.273,143.8,117.7,.293,.463,.745,.726,.232
904,POR,2025-03-19,,MEM,"W, 115-99",117.7,101.4,.219,.479,.546,.510,.177,101.4,117.7,.228,.326,.489,.446,.185
905,TOR,2024-12-01,,MIA,"W, 119-116",117.7,114.8,.227,.330,.615,.591,.170,114.8,117.7,.318,.455,.578,.528,.261
906,BRK,2024-10-27,,MIL,"W, 115-102",117.7,104.4,.253,.495,.569,.516,.231,104.4,117.7,.419,.446,.582,.514,.351
907,NOP,2025-01-14,@,CHI,"W, 119-113",117.7,111.8,.271,.521,.554,.510,.219,111.8,117.7,.118,.422,.527,.510,.088
908,BOS,2024-11-12,,ATL,"L, 116-117",117.7,118.7,.360,.600,.668,.627,.293,118.7,117.7,.131,.323,.559,.556,.071
909,BRK,2025-03-31,@,DAL,"W, 113-109",117.7,113.5,.222,.567,.572,.544,.167,113.5,117.7,.337,.349,.552,.535,.198
910,NYK,2024-11-27,@,DAL,"L, 114-129",117.7,133.1,.349,.337,.575,.506,.314,133.1,117.7,.247,.388,.684,.665,.188
911,SAS,2024-11-21,,UTA,"W, 126-118",117.6,110.2,.523,.364,.582,.517,.398,110.2,117.6,.265,.459,.539,.485,.235
912,POR,2024-11-29,,SAC,"W, 115-106",117.6,108.4,.167,.411,.595,.572,.133,108.4,117.6,.359,.538,.587,.545,.269
913,LAL,2024-11-16,@,NOP,"W, 104-99",117.6,112.0,.202,.449,.537,.506,.157,112.0,117.6,.277,.349,.532,.488,.217
914,SAC,2025-02-05,,ORL,"L, 111-130",117.6,137.7,.350,.338,.601,.563,.263,137.7,117.6,.170,.352,.687,.659,.159
915,DAL,2024-11-25,@,ATL,"W, 129-119",117.6,108.5,.234,.372,.622,.585,.202,108.5,117.6,.158,.307,.551,.520,.139
916,PHI,2025-03-23,@,ATL,"L, 119-132",117.6,130.4,.407,.374,.555,.500,.308,130.4,117.6,.253,.425,.683,.649,.218
917,POR,2025-02-04,,IND,"W, 112-89",117.6,93.4,.185,.402,.563,.522,.174,93.4,117.6,.259,.296,.493,.451,.198
918,PHI,2025-01-08,,WAS,"W, 109-103",117.5,111.1,.216,.500,.566,.540,.159,111.1,117.5,.096,.319,.526,.516,.064
919,OKC,2024-12-23,,WAS,"W, 123-105",117.5,100.3,.208,.358,.532,.491,.179,100.3,117.5,.220,.473,.526,.484,.187
920,PHO,2025-01-22,@,BRK,"W, 108-84",117.5,91.4,.148,.466,.576,.557,.114,91.4,117.5,.154,.396,.432,.412,.099
921,TOR,2025-01-23,@,ATL,"W, 122-119",117.5,114.6,.296,.259,.666,.636,.235,114.6,117.5,.345,.425,.594,.557,.253
922,SAS,2025-01-29,,LAC,"L, 116-128",117.5,129.6,.287,.483,.592,.563,.207,129.6,117.5,.253,.264,.633,.593,.220
923,DAL,2025-04-02,,ATL,"W, 120-118",117.5,115.5,.253,.398,.650,.620,.205,115.5,117.5,.227,.402,.553,.510,.196
924,MEM,2024-10-31,,MIL,"W, 122-99",117.4,95.3,.378,.341,.638,.573,.341,95.3,117.4,.198,.438,.474,.474,.083
925,MEM,2024-10-28,,CHI,"L, 123-126",117.4,120.3,.117,.387,.527,.523,.063,120.3,117.4,.170,.530,.586,.575,.110
926,CLE,2024-11-27,,ATL,"L, 124-135",117.4,127.8,.295,.505,.578,.542,.221,127.8,117.4,.258,.433,.625,.577,.237
927,LAL,2025-02-12,@,UTA,"L, 119-131",117.4,129.2,.326,.543,.566,.554,.185,129.2,117.4,.384,.477,.652,.610,.302
928,HOU,2024-12-27,,MIN,"L, 112-113",117.4,118.4,.207,.326,.558,.543,.130,118.4,117.4,.193,.518,.627,.633,.096
929,MIA,2025-02-13,@,DAL,"L, 113-118",117.4,122.6,.286,.396,.552,.527,.187,122.6,117.4,.178,.400,.608,.583,.144
