Rk,Team,Date,Att (GK),,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att (GK),Thr,Launch%,AvgLen,Match Report
190,Holstein Kiel,2025-01-11,42,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,49,2,0,0,0,42,5,31.0,30.2,Match Report
191,Gladbach,2025-02-01,42,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,46,2,0,0,0,42,4,38.1,37.3,Match Report
192,Gladbach,2024-09-28,42,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,42,8,11.9,24.8,Match Report
193,Tottenham,2024-09-29,42,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,61,3,0,0,0,42,7,4.8,19.7,Match Report
194,St. Pauli,2025-03-29,42,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,35,2,0,0,0,42,4,52.4,43.9,Match Report
195,Werder Bremen,2024-10-20,42,@,Wolfsburg,de Bundesliga,W 4-2,4,2,+2,57,4,0,0,0,42,4,26.2,31.4,Match Report
196,Alavés,2024-12-15,42,,Athletic Club,es La Liga,D 1-1,1,1,0,52,1,0,0,0,42,4,52.4,36.8,Match Report
197,Mainz 05,2024-11-03,42,@,Freiburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,42,10,35.7,35.6,Match Report
198,Freiburg,2025-02-21,42,,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,37,5,0,0,0,42,4,40.5,37.3,Match Report
199,Freiburg,2024-11-23,42,@,Dortmund,de Bundesliga,L 0-4,0,4,-4,41,0,0,0,0,42,7,23.8,29.5,Match Report
200,Freiburg,2024-11-03,42,,Mainz 05,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,42,2,38.1,35.4,Match Report
201,Sevilla,2025-04-06,42,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,42,5,50.0,44.7,Match Report
202,Rennes,2025-03-02,42,@,Montpellier,fr Ligue 1,W 4-0,4,0,+4,54,4,0,1,1,42,5,23.8,28.0,Match Report
203,Lille,2024-12-06,42,,Brest,fr Ligue 1,W 3-1,3,1,+2,61,2,1,1,0,42,5,19.0,27.4,Match Report
204,Brentford,2025-04-02,42,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,42,3,54.8,44.0,Match Report
205,Brentford,2025-02-26,42,,Everton,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,42,7,21.4,32.5,Match Report
206,Brighton,2025-01-16,42,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,42,1,28.6,31.6,Match Report
207,Inter,2025-01-26,42,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,42,7,7.1,21.5,Match Report
208,Inter,2024-09-28,42,@,Udinese,it Serie A,W 3-2,3,2,+1,60,3,0,0,0,42,3,9.5,25.7,Match Report
209,Milan,2025-01-14,42,@,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,42,5,26.2,31.2,Match Report
210,Eint Frankfurt,2024-11-02,42,,Bochum,de Bundesliga,W 7-2,7,2,+5,64,7,0,0,0,42,6,14.3,21.3,Match Report
211,Betis,2025-02-02,42,,Athletic Club,es La Liga,D 2-2,2,2,0,53,2,0,0,0,42,6,21.4,28.7,Match Report
212,Lens,2024-09-21,42,@,Rennes,fr Ligue 1,D 1-1,1,1,0,60,1,0,0,0,42,6,35.7,32.7,Match Report
213,Fulham,2024-11-04,42,,Brentford,eng Premier League,W 2-1,2,1,+1,68,2,0,0,0,42,3,14.3,25.0,Match Report
214,Las Palmas,2024-10-21,41,@,Valencia,es La Liga,W 3-2,3,2,+1,52,3,0,0,0,41,5,61.0,42.6,Match Report
215,Hoffenheim,2024-10-19,41,,Bochum,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,41,4,39.0,35.4,Match Report
216,Osasuna,2024-08-29,41,@,Girona,es La Liga,L 0-4,0,4,-4,40,0,0,0,0,41,1,29.3,35.4,Match Report
217,Udinese,2024-11-25,41,@,Empoli,it Serie A,D 1-1,1,1,0,70,1,0,0,0,41,3,19.5,27.1,Match Report
218,Udinese,2024-09-22,41,@,Roma,it Serie A,L 0-3,0,3,-3,38,0,0,0,0,41,5,31.7,29.2,Match Report
219,Bayern Munich,2025-02-15,41,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,43,0,0,0,0,41,3,36.6,37.9,Match Report
220,Manchester Utd,2024-10-19,41,,Brentford,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,41,4,61.0,41.6,Match Report
221,Bologna,2025-03-02,41,,Cagliari,it Serie A,W 2-1,2,1,+1,61,1,1,1,0,41,2,31.7,34.0,Match Report
222,Bologna,2024-11-24,41,@,Lazio,it Serie A,L 0-3,0,3,-3,30,0,0,0,0,41,7,34.1,32.6,Match Report
223,Barcelona,2024-09-15,41,@,Girona,es La Liga,W 4-1,4,1,+3,55,4,0,0,0,41,5,19.5,29.6,Match Report
224,Como,2024-11-04,41,@,Empoli,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,41,3,22.0,27.2,Match Report
225,Holstein Kiel,2025-03-02,41,@,Union Berlin,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,41,6,53.7,40.3,Match Report
226,Southampton,2025-02-01,41,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,41,1,78.0,50.8,Match Report
227,Tottenham,2025-01-15,41,@,Arsenal,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,41,7,24.4,32.0,Match Report
228,Tottenham,2024-11-23,41,@,Manchester City,eng Premier League,W 4-0,4,0,+4,42,4,0,0,0,41,4,12.2,27.6,Match Report
229,Wolfsburg,2024-11-30,41,@,RB Leipzig,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,41,6,39.0,38.0,Match Report
230,St. Pauli,2025-03-14,41,,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,44,1,0,0,0,41,1,51.2,38.3,Match Report
231,Marseille,2024-11-23,41,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,41,2,19.5,31.7,Match Report
232,West Ham,2024-12-26,41,@,Southampton,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,41,5,36.6,37.0,Match Report
233,Reims,2025-01-11,41,,Nice,fr Ligue 1,L 2-4,2,4,-2,54,2,0,0,0,41,6,9.8,25.6,Match Report
234,Liverpool,2024-10-05,41,@,Crystal Palace,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,41,11,29.3,28.6,Match Report
235,Aston Villa,2025-04-05,41,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,41,6,48.8,40.6,Match Report
236,Aston Villa,2024-12-01,41,@,Chelsea,eng Premier League,L 0-3,0,3,-3,36,0,0,0,0,41,2,29.3,28.9,Match Report
237,Girona,2025-01-11,41,@,Alavés,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,41,6,31.7,30.7,Match Report
238,Atalanta,2024-10-20,41,@,Venezia,it Serie A,W 2-0,2,0,+2,57,2,0,0,0,41,4,39.0,34.2,Match Report
239,Leicester City,2024-12-08,41,,Brighton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,41,4,39.0,34.8,Match Report
240,Freiburg,2024-09-14,41,,Bochum,de Bundesliga,W 2-1,2,1,+1,54,2,0,0,0,41,5,48.8,39.6,Match Report
241,Sevilla,2025-03-16,41,,Athletic Club,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,41,5,29.3,32.0,Match Report
242,Sevilla,2024-12-14,41,,Celta Vigo,es La Liga,W 1-0,1,0,+1,45,1,0,0,0,41,1,53.7,39.5,Match Report
243,Bochum,2025-03-16,41,,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,51,1,0,0,0,41,2,61.0,42.7,Match Report
244,Ipswich Town,2024-12-14,41,@,Wolves,eng Premier League,W 2-1,2,1,+1,46,1,0,0,0,41,8,22.0,29.8,Match Report
245,Manchester City,2024-09-14,41,,Brentford,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,41,2,29.3,31.7,Match Report
246,Strasbourg,2025-01-19,41,@,Marseille,fr Ligue 1,D 1-1,1,1,0,31,1,0,0,0,41,7,31.7,35.0,Match Report
247,Lille,2025-01-25,41,@,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,58,1,0,0,0,41,6,19.5,28.6,Match Report
248,Brentford,2025-01-14,41,,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,41,3,41.5,36.6,Match Report
249,Brentford,2025-01-04,41,@,Southampton,eng Premier League,W 5-0,5,0,+5,50,4,1,1,0,41,6,31.7,36.3,Match Report
250,Roma,2025-04-06,41,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,41,5,19.5,31.0,Match Report
251,Brighton,2024-12-27,41,,Brentford,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,41,3,26.8,30.3,Match Report
252,Everton,2025-02-15,41,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,41,6,43.9,37.0,Match Report
253,Everton,2024-12-04,41,,Wolves,eng Premier League,W 4-0,4,0,+4,44,2,0,0,0,41,6,48.8,41.7,Match Report
254,Milan,2024-12-20,41,@,Hellas Verona,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,41,5,4.9,26.8,Match Report
255,Parma,2024-09-16,41,,Udinese,it Serie A,L 2-3,2,3,-1,47,2,0,0,0,41,5,31.7,33.9,Match Report
256,Lens,2024-10-19,41,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,63,2,0,0,0,41,4,24.4,28.7,Match Report
257,Lens,2024-10-06,41,@,Strasbourg,fr Ligue 1,D 2-2,2,2,0,63,2,0,0,0,41,6,14.6,25.4,Match Report
258,Las Palmas,2025-03-31,40,@,Celta Vigo,es La Liga,D 1-1,1,1,0,39,1,0,0,0,40,5,50.0,41.6,Match Report
259,Bayern Munich,2024-11-30,40,@,Dortmund,de Bundesliga,D 1-1,1,1,0,67,1,0,0,0,40,5,12.5,24.9,Match Report
260,Bayern Munich,2024-10-27,40,@,Bochum,de Bundesliga,W 5-0,5,0,+5,72,5,0,0,0,40,2,17.5,28.1,Match Report
261,Nice,2025-01-17,40,@,Lille,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,40,5,27.5,28.7,Match Report
262,Arsenal,2025-02-22,40,,West Ham,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,40,4,15.0,22.3,Match Report
263,Arsenal,2024-12-04,40,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,40,4,20.0,26.3,Match Report
264,Heidenheim,2025-01-11,40,,Union Berlin,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,40,7,37.5,33.9,Match Report
265,Manchester Utd,2024-11-10,40,,Leicester City,eng Premier League,W 3-0,3,0,+3,51,2,0,0,0,40,7,27.5,29.5,Match Report
266,Bologna,2025-02-09,40,@,Lecce,it Serie A,D 0-0,0,0,0,58,0,0,0,0,40,3,25.0,32.9,Match Report
267,Bologna,2024-11-10,40,@,Roma,it Serie A,W 3-2,3,2,+1,46,3,0,0,0,40,5,47.5,38.7,Match Report
268,Barcelona,2024-11-23,40,@,Celta Vigo,es La Liga,D 2-2,2,2,0,59,2,0,0,0,40,8,15.0,28.3,Match Report
269,Barcelona,2024-10-20,40,,Sevilla,es La Liga,W 5-1,5,1,+4,67,4,1,1,0,40,2,5.0,22.3,Match Report
270,Montpellier,2025-01-04,40,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,43,0,0,0,0,40,5,55.0,41.9,Match Report
271,Como,2025-03-08,40,,Venezia,it Serie A,D 1-1,1,1,0,55,1,0,0,0,40,6,35.0,34.3,Match Report
272,Gladbach,2024-11-09,40,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,40,4,30.0,31.9,Match Report
273,Marseille,2025-03-02,40,,Nantes,fr Ligue 1,W 2-0,2,0,+2,74,2,0,0,0,40,3,12.5,25.5,Match Report
274,Stuttgart,2025-01-15,40,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,58,2,0,0,0,40,4,30.0,30.5,Match Report
275,Stuttgart,2024-09-28,40,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,69,2,0,1,1,40,2,37.5,34.8,Match Report
276,Werder Bremen,2024-11-30,40,,Stuttgart,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,40,7,15.0,28.6,Match Report
277,Lazio,2025-03-31,40,,Torino,it Serie A,D 1-1,1,1,0,58,1,0,0,0,40,3,47.5,39.2,Match Report
278,Lazio,2024-10-27,40,,Genoa,it Serie A,W 3-0,3,0,+3,61,3,0,0,0,40,6,20.0,28.9,Match Report
279,West Ham,2025-04-05,40,,Bournemouth,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,40,10,32.5,31.6,Match Report
280,West Ham,2024-10-05,40,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,52,4,0,0,0,40,5,20.0,28.4,Match Report
281,Liverpool,2025-04-06,40,@,Fulham,eng Premier League,L 2-3,2,3,-1,63,2,0,0,0,40,5,25.0,27.6,Match Report
282,Girona,2024-11-10,40,@,Getafe,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,40,3,45.0,42.6,Match Report
283,Girona,2024-09-29,40,@,Celta Vigo,es La Liga,D 1-1,1,1,0,52,1,0,0,0,40,5,10.0,24.0,Match Report
284,Rayo Vallecano,2025-02-17,40,@,Barcelona,es La Liga,L 0-1,0,1,-1,41,0,0,0,0,40,8,40.0,37.7,Match Report
285,Mainz 05,2025-02-08,40,,Augsburg,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,40,6,55.0,40.3,Match Report
286,Freiburg,2025-02-08,40,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,53,1,0,0,0,40,0,35.0,36.5,Match Report
287,Strasbourg,2025-01-12,40,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,47,2,0,0,0,40,2,32.5,34.2,Match Report
288,Cagliari,2025-02-15,40,@,Atalanta,it Serie A,D 0-0,0,0,0,41,0,0,0,0,40,5,32.5,33.9,Match Report
289,Brentford,2025-04-06,40,,Chelsea,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,40,4,42.5,37.4,Match Report
290,Brentford,2025-01-18,40,,Liverpool,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,40,4,27.5,33.5,Match Report
291,Brentford,2024-11-04,40,@,Fulham,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,40,3,55.0,48.1,Match Report
292,Chelsea,2025-01-14,40,,Bournemouth,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,40,4,35.0,33.3,Match Report
293,Chelsea,2025-01-04,40,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,40,10,27.5,33.3,Match Report
294,Brighton,2024-09-28,40,@,Chelsea,eng Premier League,L 2-4,2,4,-2,59,2,0,0,0,40,2,25.0,30.8,Match Report
295,Paris S-G,2024-11-02,40,,Lens,fr Ligue 1,W 1-0,1,0,+1,68,1,0,0,0,40,4,30.0,31.9,Match Report
296,Paris S-G,2024-09-27,40,,Rennes,fr Ligue 1,W 3-1,3,1,+2,61,3,0,0,0,40,10,35.0,31.1,Match Report
297,Real Sociedad,2024-12-21,40,@,Celta Vigo,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,40,3,30.0,31.5,Match Report
298,Las Palmas,2024-11-03,39,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,39,5,48.7,39.3,Match Report
299,Udinese,2024-12-01,39,,Genoa,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,39,5,38.5,33.3,Match Report
300,Augsburg,2025-04-04,39,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,31,1,0,0,0,39,3,46.2,40.4,Match Report
301,Arsenal,2025-04-05,39,@,Everton,eng Premier League,D 1-1,1,1,0,69,1,0,0,0,39,3,17.9,25.0,Match Report
302,Arsenal,2025-04-01,39,,Fulham,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,39,6,23.1,26.3,Match Report
303,Manchester Utd,2024-12-22,39,,Bournemouth,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,39,5,38.5,34.6,Match Report
304,Bologna,2025-04-07,39,,Napoli,it Serie A,D 1-1,1,1,0,61,1,0,0,0,39,2,41.0,35.3,Match Report
305,Monza,2024-11-30,39,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,39,7,25.6,30.1,Match Report
306,Como,2025-02-16,39,@,Fiorentina,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,39,2,38.5,36.0,Match Report
307,Villarreal,2024-11-09,39,,Alavés,es La Liga,W 3-0,3,0,+3,63,2,1,1,0,39,9,15.4,23.5,Match Report
308,Mallorca,2025-01-25,39,,Betis,es La Liga,L 0-1,0,1,-1,48,0,0,0,0,39,6,43.6,36.6,Match Report
309,Holstein Kiel,2025-03-16,39,@,Heidenheim,de Bundesliga,L 1-3,1,3,-2,61,1,0,0,0,39,4,10.3,24.4,Match Report
310,Gladbach,2025-01-18,39,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,45,1,0,0,0,39,3,12.8,25.9,Match Report
311,Southampton,2024-11-09,39,@,Wolves,eng Premier League,L 0-2,0,2,-2,71,0,0,0,0,39,6,15.4,23.9,Match Report
312,Tottenham,2024-08-19,39,@,Leicester City,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,39,6,2.6,19.2,Match Report
313,Crystal Palace,2024-12-29,39,,Southampton,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,39,1,61.5,44.5,Match Report
314,Wolfsburg,2025-03-01,39,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,44,2,0,0,0,39,8,43.6,36.2,Match Report
315,St. Pauli,2025-02-01,39,,Augsburg,de Bundesliga,D 1-1,1,1,0,45,0,0,0,0,39,1,38.5,31.3,Match Report
316,Stuttgart,2025-02-28,39,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,39,4,53.8,41.6,Match Report
317,Stuttgart,2024-12-21,39,,St. Pauli,de Bundesliga,L 0-1,0,1,-1,72,0,0,0,0,39,9,2.6,16.5,Match Report
318,Auxerre,2025-04-06,39,@,Rennes,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,39,8,46.2,43.2,Match Report
319,Auxerre,2025-03-14,39,@,Nice,fr Ligue 1,D 1-1,1,1,0,49,1,0,0,0,39,5,61.5,43.4,Match Report
320,Le Havre,2025-02-16,39,,Nice,fr Ligue 1,L 1-3,1,3,-2,49,1,0,0,0,39,8,28.2,28.7,Match Report
321,Lazio,2025-02-15,39,,Napoli,it Serie A,D 2-2,2,2,0,53,2,0,0,0,39,3,38.5,37.4,Match Report
322,West Ham,2025-02-22,39,@,Arsenal,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,39,4,46.2,37.3,Match Report
323,Reims,2024-09-15,39,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,39,3,17.9,26.9,Match Report
324,Liverpool,2024-12-01,39,,Manchester City,eng Premier League,W 2-0,2,0,+2,44,1,1,1,0,39,5,41.0,34.6,Match Report
325,Wolves,2024-09-15,39,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,39,5,53.8,38.1,Match Report
326,Rayo Vallecano,2025-02-22,39,,Villarreal,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,39,4,46.2,38.9,Match Report
327,Empoli,2024-12-28,39,,Genoa,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,39,6,28.2,31.4,Match Report
328,Empoli,2024-12-22,39,@,Atalanta,it Serie A,L 2-3,2,3,-1,35,1,1,1,0,39,2,74.4,49.1,Match Report
329,Sevilla,2024-11-09,39,@,Leganés,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,39,6,38.5,33.8,Match Report
330,Venezia,2024-09-14,39,@,Milan,it Serie A,L 0-4,0,4,-4,38,0,0,0,0,39,14,20.5,27.8,Match Report
331,Bochum,2024-11-30,39,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,48,0,0,0,0,39,3,46.2,37.4,Match Report
332,Manchester City,2025-01-19,39,@,Ipswich Town,eng Premier League,W 6-0,6,0,+6,67,6,0,0,0,39,6,10.3,25.3,Match Report
333,Roma,2025-03-16,39,,Cagliari,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,39,4,20.5,30.6,Match Report
334,Roma,2025-02-02,39,,Napoli,it Serie A,D 1-1,1,1,0,51,1,0,0,0,39,2,17.9,27.2,Match Report
335,Everton,2025-03-15,39,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,39,6,30.8,31.1,Match Report
336,Everton,2025-02-22,39,,Manchester Utd,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,39,5,59.0,42.4,Match Report
337,Everton,2025-01-04,39,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,39,6,79.5,51.2,Match Report
338,Inter,2025-02-16,39,@,Juventus,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,39,6,30.8,27.4,Match Report
339,Nantes,2024-10-27,39,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,39,1,30.8,34.9,Match Report
340,Milan,2025-02-08,39,@,Empoli,it Serie A,W 2-0,2,0,+2,61,2,0,0,0,39,3,25.6,32.0,Match Report
341,Milan,2024-10-29,39,,Napoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,39,4,5.1,23.2,Match Report
342,Juventus,2025-03-09,39,,Atalanta,it Serie A,L 0-4,0,4,-4,63,0,0,0,0,39,4,28.2,28.3,Match Report
343,Brest,2025-03-30,39,@,Toulouse,fr Ligue 1,W 4-2,4,2,+2,47,4,0,0,0,39,2,46.2,37.3,Match Report
344,Las Palmas,2024-09-21,38,@,Osasuna,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,38,7,36.8,32.1,Match Report
345,Hoffenheim,2024-12-21,38,,Gladbach,de Bundesliga,L 1-2,1,2,-1,65,0,1,1,0,38,7,15.8,26.7,Match Report
346,Osasuna,2024-12-14,38,@,Espanyol,es La Liga,D 0-0,0,0,0,58,0,0,0,0,38,5,21.1,30.9,Match Report
347,Udinese,2025-01-11,38,,Atalanta,it Serie A,D 0-0,0,0,0,46,0,0,0,0,38,2,47.4,37.7,Match Report
348,Bayern Munich,2025-04-04,38,@,Augsburg,de Bundesliga,W 3-1,3,1,+2,69,2,0,0,0,38,5,26.3,29.7,Match Report
349,Bayern Munich,2025-02-07,38,,Werder Bremen,de Bundesliga,W 3-0,3,0,+3,75,1,2,2,0,38,1,23.7,26.6,Match Report
350,Bayern Munich,2025-01-18,38,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,71,3,0,0,0,38,4,31.6,35.1,Match Report
351,Bayern Munich,2024-11-22,38,,Augsburg,de Bundesliga,W 3-0,3,0,+3,80,1,2,2,0,38,6,5.3,24.4,Match Report
352,Augsburg,2024-11-22,38,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,20,0,0,0,0,38,6,57.9,42.2,Match Report
353,Torino,2024-12-07,38,@,Genoa,it Serie A,D 0-0,0,0,0,48,0,0,0,0,38,7,36.8,35.3,Match Report
354,Nice,2024-11-24,38,,Strasbourg,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,38,5,10.5,25.8,Match Report
355,Valladolid,2024-12-07,38,@,Las Palmas,es La Liga,L 1-2,1,2,-1,42,1,0,0,0,38,4,21.1,30.7,Match Report
356,Valladolid,2024-08-25,38,@,Real Madrid,es La Liga,L 0-3,0,3,-3,37,0,0,0,0,38,8,31.6,33.0,Match Report
357,Arsenal,2024-11-30,38,@,West Ham,eng Premier League,W 5-2,5,2,+3,60,3,2,2,0,38,4,44.7,37.4,Match Report
358,Heidenheim,2025-02-08,38,@,Freiburg,de Bundesliga,L 0-1,0,1,-1,47,0,0,0,0,38,6,28.9,31.2,Match Report
359,Heidenheim,2024-12-01,38,,Eint Frankfurt,de Bundesliga,L 0-4,0,4,-4,46,0,0,0,0,38,1,21.1,32.3,Match Report
360,Barcelona,2024-09-25,38,,Getafe,es La Liga,W 1-0,1,0,+1,76,1,0,0,0,38,8,13.2,26.0,Match Report
361,Como,2025-04-05,38,@,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,38,4,23.7,31.7,Match Report
362,Como,2025-03-02,38,@,Roma,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,38,5,23.7,29.5,Match Report
363,Villarreal,2024-12-08,38,@,Athletic Club,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,38,3,21.1,29.7,Match Report
364,Gladbach,2025-01-11,38,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,33,0,0,0,0,38,5,47.4,36.3,Match Report
365,Fiorentina,2025-03-09,38,@,Napoli,it Serie A,L 1-2,1,2,-1,51,1,0,0,0,38,6,31.6,32.2,Match Report
366,Wolfsburg,2025-02-15,38,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,43,1,1,1,0,38,5,47.4,39.6,Match Report
367,St. Pauli,2024-09-28,38,@,Freiburg,de Bundesliga,W 3-0,3,0,+3,27,3,0,0,0,38,0,65.8,50.5,Match Report
368,Marseille,2024-09-14,38,,Nice,fr Ligue 1,W 2-0,2,0,+2,56,2,0,0,0,38,7,47.4,39.0,Match Report
369,Stuttgart,2024-11-01,38,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,38,3,47.4,40.8,Match Report
370,Werder Bremen,2024-11-09,38,,Holstein Kiel,de Bundesliga,W 2-1,2,1,+1,60,2,0,0,0,38,5,28.9,30.2,Match Report
371,Lazio,2024-08-18,38,,Venezia,it Serie A,W 3-1,3,1,+2,67,1,1,1,0,38,3,42.1,38.1,Match Report
372,West Ham,2025-01-14,38,,Fulham,eng Premier League,W 3-2,3,2,+1,44,3,0,0,0,38,1,34.2,34.5,Match Report
373,Wolves,2024-10-05,38,@,Brentford,eng Premier League,L 3-5,3,5,-2,56,3,0,0,0,38,3,57.9,43.4,Match Report
374,Rayo Vallecano,2024-09-22,38,,Atlético Madrid,es La Liga,D 1-1,1,1,0,54,1,0,0,0,38,3,52.6,42.2,Match Report
375,Sevilla,2024-09-14,38,,Getafe,es La Liga,W 1-0,1,0,+1,60,1,0,0,0,38,1,68.4,53.2,Match Report
376,Venezia,2025-03-08,38,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,38,6,42.1,40.0,Match Report
377,Venezia,2024-09-21,38,,Genoa,it Serie A,W 2-0,2,0,+2,49,2,0,1,1,38,8,42.1,38.7,Match Report
378,Bochum,2024-09-14,38,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,46,1,0,0,0,38,3,42.1,36.9,Match Report
379,Ipswich Town,2025-01-16,38,,Brighton,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,38,4,34.2,31.2,Match Report
380,Ipswich Town,2024-09-14,38,@,Brighton,eng Premier League,D 0-0,0,0,0,32,0,0,0,0,38,8,42.1,34.6,Match Report
381,Strasbourg,2024-12-08,38,,Reims,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,38,5,26.3,29.9,Match Report
382,Strasbourg,2024-11-09,38,,Monaco,fr Ligue 1,L 1-3,1,3,-2,43,1,0,0,0,38,3,31.6,34.7,Match Report
383,Brentford,2025-03-08,38,,Aston Villa,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,38,5,23.7,32.1,Match Report
384,Brentford,2024-09-28,38,,West Ham,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,38,3,34.2,39.3,Match Report
