Rk,Team,Date,Att,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att,Launch%,AvgLen,Match Report
804,Mainz 05,2024-12-01,9,,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,9,44.4,38.0,Match Report
805,Leicester City,2024-11-30,9,@,Brentford,eng Premier League,L 1-4,1,4,-3,40,1,0,0,0,9,100.0,60.4,Match Report
806,Empoli,2025-02-23,9,,Atalanta,it Serie A,L 0-5,0,5,-5,46,0,0,0,0,9,0.0,6.4,Match Report
807,Empoli,2024-11-30,9,@,Milan,it Serie A,L 0-3,0,3,-3,45,0,0,0,0,9,11.1,19.8,Match Report
808,Empoli,2024-10-30,9,,Inter,it Serie A,L 0-3,0,3,-3,23,0,0,0,0,9,44.4,35.1,Match Report
809,Empoli,2024-09-14,9,,Juventus,it Serie A,D 0-0,0,0,0,35,0,0,0,0,9,33.3,27.9,Match Report
810,Freiburg,2025-04-05,9,,Dortmund,de Bundesliga,L 1-4,1,4,-3,54,1,0,0,0,9,77.8,53.6,Match Report
811,Freiburg,2025-03-02,9,@,Augsburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,9,33.3,34.4,Match Report
812,Espanyol,2024-12-22,9,@,Las Palmas,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,9,33.3,21.2,Match Report
813,Espanyol,2024-08-31,9,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,9,22.2,22.4,Match Report
814,RB Leipzig,2025-02-14,9,@,Augsburg,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,9,11.1,23.4,Match Report
815,RB Leipzig,2025-02-01,9,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,9,55.6,41.1,Match Report
816,RB Leipzig,2024-12-20,9,@,Bayern Munich,de Bundesliga,L 1-5,1,5,-4,29,1,0,0,0,9,0.0,12.1,Match Report
817,RB Leipzig,2024-11-23,9,@,Hoffenheim,de Bundesliga,L 3-4,3,4,-1,41,2,0,0,0,9,44.4,42.3,Match Report
818,Sevilla,2025-02-09,9,,Barcelona,es La Liga,L 1-4,1,4,-3,40,1,0,0,0,9,88.9,56.4,Match Report
819,Sevilla,2024-10-25,9,@,Espanyol,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,9,66.7,51.0,Match Report
820,Dortmund,2025-03-30,9,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,9,66.7,44.1,Match Report
821,Venezia,2025-01-12,9,,Inter,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,9,22.2,23.3,Match Report
822,Venezia,2024-12-14,9,@,Juventus,it Serie A,D 2-2,2,2,0,31,2,0,0,0,9,22.2,22.3,Match Report
823,Newcastle Utd,2025-02-26,9,@,Liverpool,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,9,55.6,39.1,Match Report
824,Newcastle Utd,2025-02-23,9,,Nott'ham Forest,eng Premier League,W 4-3,4,3,+1,57,3,1,1,0,9,55.6,45.0,Match Report
825,Newcastle Utd,2025-01-18,9,,Bournemouth,eng Premier League,L 1-4,1,4,-3,56,1,0,0,0,9,55.6,41.7,Match Report
826,Newcastle Utd,2024-12-07,9,@,Brentford,eng Premier League,L 2-4,2,4,-2,57,2,0,0,0,9,33.3,39.0,Match Report
827,Newcastle Utd,2024-09-01,9,,Tottenham,eng Premier League,W 2-1,2,1,+1,35,2,0,0,0,9,66.7,53.4,Match Report
828,Newcastle Utd,2024-08-25,9,@,Bournemouth,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,9,66.7,49.4,Match Report
829,Rennes,2024-11-03,9,@,Auxerre,fr Ligue 1,L 0-4,0,4,-4,61,0,0,0,0,9,0.0,19.9,Match Report
830,Bochum,2025-03-08,9,@,Bayern Munich,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,9,100.0,70.3,Match Report
831,Bochum,2025-01-18,9,,RB Leipzig,de Bundesliga,D 3-3,3,3,0,45,2,1,1,0,9,100.0,62.1,Match Report
832,Bochum,2025-01-15,9,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,9,66.7,39.8,Match Report
833,Bochum,2024-10-27,9,,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,28,0,0,0,0,9,88.9,53.6,Match Report
834,Ipswich Town,2025-01-16,9,,Brighton,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,9,33.3,32.8,Match Report
835,Ipswich Town,2024-10-26,9,@,Brentford,eng Premier League,L 3-4,3,4,-1,35,3,0,0,0,9,77.8,54.7,Match Report
836,Manchester City,2025-04-06,9,@,Manchester Utd,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,9,11.1,25.0,Match Report
837,Manchester City,2024-12-04,9,,Nott'ham Forest,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,9,11.1,13.0,Match Report
838,Strasbourg,2025-04-06,9,@,Reims,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,9,22.2,28.7,Match Report
839,Strasbourg,2025-01-19,9,@,Marseille,fr Ligue 1,D 1-1,1,1,0,31,1,0,0,0,9,11.1,16.2,Match Report
840,Strasbourg,2024-12-08,9,,Reims,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,9,0.0,14.0,Match Report
841,Strasbourg,2024-10-06,9,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,9,44.4,30.6,Match Report
842,Cagliari,2025-03-30,9,,Monza,it Serie A,W 3-0,3,0,+3,42,3,0,0,0,9,33.3,34.1,Match Report
843,Cagliari,2024-11-29,9,,Hellas Verona,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,9,33.3,35.0,Match Report
844,Cagliari,2024-09-30,9,@,Parma,it Serie A,W 3-2,3,2,+1,40,3,0,0,0,9,77.8,52.4,Match Report
845,Leverkusen,2025-01-25,9,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,35,2,0,0,0,9,55.6,38.3,Match Report
846,Leverkusen,2024-11-30,9,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,9,55.6,37.1,Match Report
847,Leverkusen,2024-11-09,9,@,Bochum,de Bundesliga,D 1-1,1,1,0,70,1,0,0,0,9,22.2,27.0,Match Report
848,Lille,2025-03-08,9,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,9,22.2,32.1,Match Report
849,Lille,2025-03-01,9,@,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,42,1,0,0,0,9,22.2,22.6,Match Report
850,Brentford,2025-04-06,9,,Chelsea,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,9,100.0,66.0,Match Report
851,Brentford,2025-03-15,9,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,9,55.6,40.8,Match Report
852,Brentford,2025-01-26,9,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,9,88.9,60.1,Match Report
853,Brentford,2024-11-09,9,,Bournemouth,eng Premier League,W 3-2,3,2,+1,51,3,0,0,0,9,44.4,33.9,Match Report
854,Roma,2025-01-05,9,,Lazio,it Serie A,W 2-0,2,0,+2,33,2,0,0,0,9,44.4,38.9,Match Report
855,Roma,2024-12-22,9,,Parma,it Serie A,W 5-0,5,0,+5,59,3,2,2,0,9,11.1,18.8,Match Report
856,Roma,2024-12-15,9,@,Como,it Serie A,L 0-2,0,2,-2,62,0,0,0,0,9,11.1,26.9,Match Report
857,Roma,2024-10-27,9,@,Fiorentina,it Serie A,L 1-5,1,5,-4,61,1,0,0,0,9,0.0,13.3,Match Report
858,Roma,2024-09-15,9,@,Genoa,it Serie A,D 1-1,1,1,0,52,1,0,0,0,9,44.4,38.6,Match Report
859,Roma,2024-09-01,9,@,Juventus,it Serie A,D 0-0,0,0,0,51,0,0,0,0,9,22.2,27.7,Match Report
860,Chelsea,2025-04-06,9,@,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,9,33.3,28.8,Match Report
861,Chelsea,2025-03-16,9,@,Arsenal,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,9,22.2,20.4,Match Report
862,Chelsea,2024-12-26,9,,Fulham,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,9,0.0,8.1,Match Report
863,Brighton,2025-01-19,9,@,Manchester Utd,eng Premier League,W 3-1,3,1,+2,49,3,0,0,0,9,22.2,20.8,Match Report
864,Brighton,2024-10-06,9,,Tottenham,eng Premier League,W 3-2,3,2,+1,41,3,0,0,0,9,22.2,23.4,Match Report
865,Saint-Étienne,2025-03-01,9,,Nice,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,9,22.2,25.8,Match Report
866,Saint-Étienne,2025-02-08,9,,Rennes,fr Ligue 1,L 0-2,0,2,-2,53,0,0,0,0,9,55.6,37.4,Match Report
867,Saint-Étienne,2025-01-04,9,,Reims,fr Ligue 1,W 3-1,3,1,+2,53,3,0,0,0,9,44.4,29.4,Match Report
868,Saint-Étienne,2024-10-05,9,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,9,77.8,48.1,Match Report
869,Saint-Étienne,2024-08-17,9,@,Monaco,fr Ligue 1,L 0-1,0,1,-1,39,0,0,0,0,9,66.7,41.1,Match Report
870,Everton,2025-04-02,9,@,Liverpool,eng Premier League,L 0-1,0,1,-1,27,0,0,0,0,9,55.6,41.9,Match Report
871,Everton,2024-12-04,9,,Wolves,eng Premier League,W 4-0,4,0,+4,44,2,0,0,0,9,55.6,46.3,Match Report
872,Everton,2024-10-19,9,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,9,88.9,64.0,Match Report
873,Everton,2024-10-05,9,,Newcastle Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,9,77.8,61.4,Match Report
874,Napoli,2025-04-07,9,@,Bologna,it Serie A,D 1-1,1,1,0,39,1,0,0,0,9,33.3,32.7,Match Report
875,Napoli,2025-02-23,9,@,Como,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,9,0.0,13.6,Match Report
876,Napoli,2024-09-21,9,@,Juventus,it Serie A,D 0-0,0,0,0,36,0,0,0,0,9,22.2,25.4,Match Report
877,Lyon,2024-11-01,9,@,Lille,fr Ligue 1,D 1-1,1,1,0,53,1,0,0,0,9,44.4,36.8,Match Report
878,Lyon,2024-10-20,9,@,Le Havre,fr Ligue 1,W 4-0,4,0,+4,61,4,0,0,0,9,66.7,58.6,Match Report
879,Lyon,2024-08-18,9,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,53,0,0,1,1,9,22.2,32.4,Match Report
880,Inter,2025-01-26,9,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,9,0.0,15.9,Match Report
881,Nantes,2025-03-15,9,,Lille,fr Ligue 1,W 1-0,1,0,+1,32,1,0,0,0,9,33.3,27.6,Match Report
882,Nantes,2025-01-19,9,@,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,25,1,0,0,0,9,100.0,56.1,Match Report
883,Nantes,2024-12-15,9,@,Brest,fr Ligue 1,L 1-4,1,4,-3,49,1,0,0,0,9,55.6,44.2,Match Report
884,Atlético Madrid,2024-09-26,9,@,Celta Vigo,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,9,44.4,40.6,Match Report
885,Milan,2025-04-05,9,,Fiorentina,it Serie A,D 2-2,2,2,0,52,2,0,0,0,9,11.1,28.7,Match Report
886,Milan,2025-03-02,9,,Lazio,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,9,0.0,22.0,Match Report
887,Milan,2025-02-08,9,@,Empoli,it Serie A,W 2-0,2,0,+2,61,2,0,0,0,9,55.6,49.3,Match Report
888,Milan,2025-01-18,9,@,Juventus,it Serie A,L 0-2,0,2,-2,40,0,0,0,0,9,22.2,25.2,Match Report
889,Milan,2024-09-22,9,@,Inter,it Serie A,W 2-1,2,1,+1,43,2,0,0,0,9,33.3,27.2,Match Report
890,Valencia,2025-03-15,9,@,Girona,es La Liga,D 1-1,1,1,0,43,1,0,0,0,9,66.7,47.7,Match Report
891,Valencia,2025-01-11,9,@,Sevilla,es La Liga,D 1-1,1,1,0,46,1,0,0,0,9,55.6,42.3,Match Report
892,Valencia,2025-01-03,9,,Real Madrid,es La Liga,L 1-2,1,2,-1,38,1,0,0,0,9,44.4,33.6,Match Report
893,Juventus,2025-02-16,9,,Inter,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,9,88.9,56.7,Match Report
894,Juventus,2025-01-18,9,,Milan,it Serie A,W 2-0,2,0,+2,60,2,0,0,0,9,44.4,39.3,Match Report
895,Juventus,2024-12-22,9,@,Monza,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,9,33.3,32.4,Match Report
896,Real Sociedad,2025-03-09,9,,Sevilla,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,9,33.3,30.9,Match Report
897,Real Sociedad,2024-09-17,9,@,Mallorca,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,9,22.2,21.2,Match Report
898,Nott'ham Forest,2025-03-15,9,@,Ipswich Town,eng Premier League,W 4-2,4,2,+2,45,4,0,0,0,9,77.8,54.9,Match Report
899,Nott'ham Forest,2024-12-26,9,,Tottenham,eng Premier League,W 1-0,1,0,+1,30,1,0,0,0,9,100.0,61.1,Match Report
900,Nott'ham Forest,2024-11-10,9,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,9,66.7,49.7,Match Report
901,Nott'ham Forest,2024-10-21,9,,Crystal Palace,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,9,33.3,26.0,Match Report
902,Parma,2024-12-15,9,,Hellas Verona,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,9,22.2,29.4,Match Report
903,Eint Frankfurt,2025-03-09,9,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,1,0,1,1,9,44.4,39.9,Match Report
904,Eint Frankfurt,2024-11-23,9,,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,50,1,0,0,0,9,22.2,28.0,Match Report
905,Eint Frankfurt,2024-11-10,9,@,Stuttgart,de Bundesliga,W 3-2,3,2,+1,40,3,0,0,0,9,22.2,25.1,Match Report
906,Eint Frankfurt,2024-08-24,9,@,Dortmund,de Bundesliga,L 0-2,0,2,-2,31,0,0,0,0,9,11.1,17.7,Match Report
907,Celta Vigo,2025-04-05,9,@,Mallorca,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,9,44.4,41.1,Match Report
908,Celta Vigo,2025-02-21,9,,Osasuna,es La Liga,W 1-0,1,0,+1,46,0,1,1,0,9,22.2,28.3,Match Report
909,Brest,2025-03-30,9,@,Toulouse,fr Ligue 1,W 4-2,4,2,+2,47,4,0,0,0,9,77.8,50.8,Match Report
910,Brest,2025-03-02,9,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,34,0,1,1,0,9,66.7,49.9,Match Report
911,Brest,2024-09-27,9,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,61,0,0,0,0,9,33.3,35.4,Match Report
912,Betis,2024-09-18,9,,Getafe,es La Liga,W 2-1,2,1,+1,65,1,1,1,0,9,66.7,50.6,Match Report
913,Monaco,2025-02-07,9,@,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,37,1,0,0,0,9,66.7,47.3,Match Report
914,Monaco,2025-01-25,9,,Rennes,fr Ligue 1,W 3-2,3,2,+1,52,3,0,0,0,9,44.4,38.8,Match Report
915,Monaco,2024-10-27,9,@,Nice,fr Ligue 1,L 1-2,1,2,-1,59,1,0,0,0,9,22.2,28.2,Match Report
916,Monaco,2024-09-01,9,,Lens,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,9,55.6,39.7,Match Report
917,Lecce,2024-12-15,9,,Monza,it Serie A,W 2-1,2,1,+1,45,2,0,1,1,9,33.3,21.7,Match Report
918,Lecce,2024-12-07,9,@,Roma,it Serie A,L 1-4,1,4,-3,41,0,1,1,0,9,44.4,38.3,Match Report
919,Lecce,2024-09-15,9,@,Torino,it Serie A,D 0-0,0,0,0,47,0,0,0,0,9,11.1,17.6,Match Report
920,Las Palmas,2025-03-14,8,,Alavés,es La Liga,D 2-2,2,2,0,61,1,1,1,0,8,25.0,34.6,Match Report
921,Las Palmas,2025-01-24,8,,Osasuna,es La Liga,D 1-1,1,1,0,51,1,0,0,0,8,12.5,25.3,Match Report
922,Las Palmas,2024-08-16,8,,Sevilla,es La Liga,D 2-2,2,2,0,48,1,0,0,0,8,12.5,15.9,Match Report
923,Hoffenheim,2025-03-01,8,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,8,75.0,48.0,Match Report
924,Hoffenheim,2025-02-23,8,,Stuttgart,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,8,37.5,39.5,Match Report
925,Hoffenheim,2025-02-16,8,@,Werder Bremen,de Bundesliga,W 3-1,3,1,+2,37,3,0,0,0,8,75.0,56.0,Match Report
926,Hoffenheim,2025-02-08,8,,Union Berlin,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,8,37.5,25.3,Match Report
927,Hoffenheim,2024-10-19,8,,Bochum,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,8,12.5,17.6,Match Report
928,Hoffenheim,2024-08-31,8,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,8,25.0,31.0,Match Report
929,Osasuna,2025-02-21,8,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,8,75.0,45.3,Match Report
930,Osasuna,2025-02-10,8,@,Mallorca,es La Liga,D 1-1,1,1,0,54,1,0,0,0,8,87.5,55.3,Match Report
931,Osasuna,2024-12-21,8,,Athletic Club,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,8,75.0,52.5,Match Report
932,Osasuna,2024-12-02,8,@,Sevilla,es La Liga,D 1-1,1,1,0,36,1,0,0,0,8,50.0,38.8,Match Report
933,Osasuna,2024-11-24,8,,Villarreal,es La Liga,D 2-2,2,2,0,41,1,1,1,0,8,100.0,61.1,Match Report
934,Osasuna,2024-10-05,8,@,Getafe,es La Liga,D 1-1,1,1,0,59,1,0,0,0,8,25.0,35.0,Match Report
935,Osasuna,2024-09-21,8,,Las Palmas,es La Liga,W 2-1,2,1,+1,40,1,1,1,0,8,12.5,25.3,Match Report
936,Osasuna,2024-08-29,8,@,Girona,es La Liga,L 0-4,0,4,-4,40,0,0,0,0,8,0.0,19.1,Match Report
937,Udinese,2024-12-23,8,@,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,8,75.0,48.4,Match Report
938,Udinese,2024-10-05,8,,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,8,12.5,21.0,Match Report
939,Udinese,2024-09-22,8,@,Roma,it Serie A,L 0-3,0,3,-3,38,0,0,0,0,8,25.0,25.9,Match Report
940,Bayern Munich,2025-02-28,8,@,Stuttgart,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,8,37.5,31.8,Match Report
941,Bayern Munich,2024-12-14,8,@,Mainz 05,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,8,12.5,24.5,Match Report
942,Augsburg,2024-12-14,8,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,35,0,0,0,0,8,25.0,32.5,Match Report
943,Augsburg,2024-09-15,8,,St. Pauli,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,8,100.0,67.8,Match Report
944,Hellas Verona,2025-01-19,8,,Lazio,it Serie A,L 0-3,0,3,-3,36,0,0,0,0,8,62.5,48.3,Match Report
945,Hellas Verona,2024-09-29,8,@,Como,it Serie A,L 2-3,2,3,-1,29,1,1,1,0,8,75.0,54.9,Match Report
946,Torino,2025-02-01,8,@,Atalanta,it Serie A,D 1-1,1,1,0,35,1,0,0,0,8,37.5,36.0,Match Report
947,Torino,2025-01-05,8,,Parma,it Serie A,D 0-0,0,0,0,62,0,0,0,0,8,25.0,28.1,Match Report
948,Torino,2024-10-20,8,@,Cagliari,it Serie A,L 2-3,2,3,-1,59,2,0,0,0,8,25.0,35.6,Match Report
949,Nice,2025-03-29,8,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,42,1,0,0,0,8,25.0,25.9,Match Report
950,Nice,2025-03-01,8,@,Saint-Étienne,fr Ligue 1,W 3-1,3,1,+2,38,2,0,0,0,8,0.0,13.8,Match Report
951,Valladolid,2024-09-21,8,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,8,62.5,54.0,Match Report
952,Valladolid,2024-08-31,8,@,Barcelona,es La Liga,L 0-7,0,7,-7,30,0,0,0,0,8,37.5,34.5,Match Report
953,Arsenal,2025-01-15,8,,Tottenham,eng Premier League,W 2-1,2,1,+1,53,1,0,0,0,8,87.5,58.1,Match Report
954,Heidenheim,2025-02-16,8,,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,8,12.5,20.9,Match Report
955,Heidenheim,2024-12-22,8,@,Bochum,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,8,25.0,35.5,Match Report
956,Heidenheim,2024-09-21,8,,Freiburg,de Bundesliga,L 0-3,0,3,-3,42,0,0,0,0,8,37.5,40.1,Match Report
957,Manchester Utd,2025-03-16,8,@,Leicester City,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,8,50.0,42.3,Match Report
958,Manchester Utd,2024-09-01,8,,Liverpool,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,8,25.0,22.1,Match Report
959,Bologna,2025-03-09,8,@,Hellas Verona,it Serie A,W 2-1,2,1,+1,67,2,0,0,0,8,50.0,45.0,Match Report
960,Bologna,2024-09-14,8,@,Como,it Serie A,D 2-2,2,2,0,56,2,0,0,0,8,12.5,29.5,Match Report
961,Barcelona,2024-11-23,8,@,Celta Vigo,es La Liga,D 2-2,2,2,0,59,2,0,0,0,8,25.0,38.9,Match Report
962,Monza,2025-01-13,8,,Fiorentina,it Serie A,W 2-1,2,1,+1,35,2,0,0,0,8,37.5,31.3,Match Report
963,Monza,2024-09-22,8,,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,8,62.5,45.0,Match Report
964,Monza,2024-08-24,8,,Genoa,it Serie A,L 0-1,0,1,-1,69,0,0,0,0,8,0.0,22.9,Match Report
965,Montpellier,2025-01-26,8,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,34,2,0,0,0,8,100.0,61.0,Match Report
966,Montpellier,2024-12-01,8,,Lille,fr Ligue 1,D 2-2,2,2,0,42,2,0,0,0,8,50.0,37.3,Match Report
967,Montpellier,2024-09-15,8,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,49,0,0,0,0,8,12.5,20.3,Match Report
968,Como,2025-02-07,8,,Juventus,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,8,12.5,16.8,Match Report
969,Como,2025-01-20,8,,Udinese,it Serie A,W 4-1,4,1,+3,51,3,0,0,0,8,25.0,17.6,Match Report
970,Villarreal,2025-04-06,8,,Athletic Club,es La Liga,D 0-0,0,0,0,56,0,0,0,0,8,25.0,28.6,Match Report
971,Mallorca,2025-03-02,8,,Alavés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,8,25.0,29.3,Match Report
972,Mallorca,2025-02-10,8,,Osasuna,es La Liga,D 1-1,1,1,0,46,0,1,1,0,8,12.5,17.1,Match Report
973,Mallorca,2024-10-05,8,@,Espanyol,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,8,37.5,32.9,Match Report
974,Mallorca,2024-08-31,8,@,Leganés,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,8,12.5,18.3,Match Report
975,Holstein Kiel,2024-11-02,8,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,8,87.5,57.1,Match Report
976,Holstein Kiel,2024-09-14,8,,Bayern Munich,de Bundesliga,L 1-6,1,6,-5,30,1,0,0,0,8,25.0,19.9,Match Report
977,Athletic Club,2025-03-01,8,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,8,75.0,56.5,Match Report
978,Athletic Club,2024-12-15,8,@,Alavés,es La Liga,D 1-1,1,1,0,48,1,0,0,0,8,37.5,32.0,Match Report
979,Athletic Club,2024-08-31,8,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,53,0,0,0,0,8,12.5,21.5,Match Report
980,Gladbach,2024-08-23,8,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,43,2,0,0,0,8,37.5,26.9,Match Report
981,Southampton,2024-12-07,8,@,Aston Villa,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,8,12.5,13.1,Match Report
982,Southampton,2024-12-04,8,,Chelsea,eng Premier League,L 1-5,1,5,-4,45,1,0,0,0,8,25.0,25.5,Match Report
983,Southampton,2024-11-24,8,,Liverpool,eng Premier League,L 2-3,2,3,-1,38,2,0,1,1,8,0.0,9.3,Match Report
984,Southampton,2024-10-26,8,@,Manchester City,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,8,0.0,9.1,Match Report
985,Tottenham,2025-01-15,8,@,Arsenal,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,8,12.5,19.6,Match Report
986,Tottenham,2025-01-04,8,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,8,12.5,23.3,Match Report
987,Toulouse,2025-04-06,8,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,33,2,0,0,0,8,37.5,27.6,Match Report
988,Toulouse,2025-01-18,8,@,Lyon,fr Ligue 1,D 0-0,0,0,0,38,0,0,0,0,8,37.5,28.8,Match Report
989,Toulouse,2025-01-05,8,@,Lens,fr Ligue 1,W 1-0,1,0,+1,34,0,1,1,0,8,0.0,10.1,Match Report
990,Toulouse,2024-08-18,8,,Nantes,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,8,62.5,42.6,Match Report
991,Fiorentina,2024-12-23,8,,Udinese,it Serie A,L 1-2,1,2,-1,51,0,1,1,0,8,37.5,33.8,Match Report
992,Fiorentina,2024-12-15,8,@,Bologna,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,8,50.0,44.3,Match Report
993,Crystal Palace,2025-04-05,8,,Brighton,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,8,75.0,55.6,Match Report
994,Bournemouth,2025-03-15,8,,Brentford,eng Premier League,L 1-2,1,2,-1,58,0,0,0,0,8,0.0,21.3,Match Report
995,Bournemouth,2025-01-18,8,@,Newcastle Utd,eng Premier League,W 4-1,4,1,+3,44,4,0,0,0,8,100.0,58.8,Match Report
996,Bournemouth,2024-10-05,8,@,Leicester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,8,25.0,27.3,Match Report
997,Wolfsburg,2025-03-29,8,,Heidenheim,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,8,50.0,45.3,Match Report
998,Wolfsburg,2025-03-15,8,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,8,37.5,33.3,Match Report
999,Wolfsburg,2025-02-22,8,,Bochum,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,8,37.5,35.1,Match Report
1000,Wolfsburg,2024-12-22,8,,Dortmund,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,8,0.0,17.6,Match Report
1001,Wolfsburg,2024-11-02,8,,Augsburg,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,8,0.0,22.1,Match Report
1002,Real Madrid,2024-12-22,8,,Sevilla,es La Liga,W 4-2,4,2,+2,59,4,0,0,0,8,37.5,36.6,Match Report
1003,Real Madrid,2024-12-14,8,@,Rayo Vallecano,es La Liga,D 3-3,3,3,0,66,3,0,0,0,8,12.5,22.5,Match Report
