Rk,Team,Date,Carries,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1510,Torino,2024-12-21,310,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,310,1448,592,14,4,4,14,1,305,21,Match Report
1511,Torino,2024-09-15,310,,Lecce,it Serie A,D 0-0,0,0,0,53,0,0,0,0,310,1593,912,12,6,1,18,6,392,50,Match Report
1512,Nice,2025-02-16,310,@,Le Havre,fr Ligue 1,W 3-1,3,1,+2,51,2,0,0,0,310,1481,942,23,8,3,6,12,425,36,Match Report
1513,Nice,2024-09-14,310,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,310,1671,926,23,11,9,12,11,344,34,Match Report
1514,Southampton,2024-09-21,310,,Ipswich Town,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,310,1630,777,14,9,4,3,12,436,24,Match Report
1515,Wolfsburg,2025-03-01,310,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,44,2,0,0,0,310,1692,829,18,11,5,10,11,350,23,Match Report
1516,Stuttgart,2024-11-01,310,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,310,1167,425,7,6,3,17,8,359,25,Match Report
1517,Auxerre,2025-03-14,310,@,Nice,fr Ligue 1,D 1-1,1,1,0,49,1,0,0,0,310,1895,787,15,15,2,9,6,355,23,Match Report
1518,Aston Villa,2024-08-17,310,@,West Ham,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,310,1892,1152,23,12,4,15,7,344,25,Match Report
1519,Atalanta,2024-11-03,310,@,Napoli,it Serie A,W 3-0,3,0,+3,50,3,0,0,0,310,1724,972,18,14,3,15,8,489,34,Match Report
1520,Mainz 05,2024-10-19,310,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,53,0,0,0,0,310,1634,715,15,12,2,21,11,414,55,Match Report
1521,Cagliari,2025-03-16,310,@,Roma,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,310,1618,739,13,7,2,10,5,335,31,Match Report
1522,Cagliari,2025-01-24,310,@,Torino,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,310,1442,628,7,8,0,22,3,371,40,Match Report
1523,Parma,2024-11-04,310,,Genoa,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,310,1181,603,11,8,2,14,14,381,34,Match Report
1524,Valladolid,2025-04-06,309,,Getafe,es La Liga,L 0-4,0,4,-4,51,0,0,0,0,309,1767,879,16,12,1,9,11,380,19,Match Report
1525,Arsenal,2024-10-19,309,@,Bournemouth,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,309,1515,723,16,9,7,19,10,357,25,Match Report
1526,Villarreal,2024-12-01,309,,Girona,es La Liga,D 2-2,2,2,0,36,2,0,0,0,309,1481,775,22,9,8,11,7,320,33,Match Report
1527,Athletic Club,2025-02-16,309,@,Espanyol,es La Liga,D 1-1,1,1,0,61,1,0,0,0,309,1464,801,16,8,2,20,9,416,53,Match Report
1528,Southampton,2024-12-15,309,,Tottenham,eng Premier League,L 0-5,0,5,-5,42,0,0,0,0,309,1589,795,16,11,3,13,11,388,17,Match Report
1529,Crystal Palace,2025-03-08,309,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,309,1697,725,17,13,4,19,7,334,37,Match Report
1530,Lazio,2024-09-29,309,@,Torino,it Serie A,W 3-2,3,2,+1,43,3,0,0,0,309,1653,744,16,12,5,13,10,306,30,Match Report
1531,Getafe,2024-12-15,309,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,309,1634,742,5,13,0,18,16,303,26,Match Report
1532,RB Leipzig,2024-12-07,309,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,309,1321,695,10,6,5,16,8,326,25,Match Report
1533,Brighton,2024-12-27,309,,Brentford,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,309,1836,990,22,19,8,16,8,414,56,Match Report
1534,Inter,2025-01-15,309,,Bologna,it Serie A,D 2-2,2,2,0,48,2,0,0,0,309,1754,813,21,10,5,16,6,352,33,Match Report
1535,Parma,2024-12-22,309,@,Roma,it Serie A,L 0-5,0,5,-5,41,0,0,0,0,309,1950,1057,21,21,7,15,3,339,26,Match Report
1536,Betis,2025-03-01,309,,Real Madrid,es La Liga,W 2-1,2,1,+1,42,1,1,1,0,309,1694,897,20,11,6,19,11,361,39,Match Report
1537,Manchester Utd,2024-09-29,308,,Tottenham,eng Premier League,L 0-3,0,3,-3,39,0,0,0,0,308,1440,624,7,6,6,14,1,333,31,Match Report
1538,Monza,2024-11-02,308,,Milan,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,308,1475,761,9,12,1,17,3,326,27,Match Report
1539,Villarreal,2024-10-20,308,,Getafe,es La Liga,D 1-1,1,1,0,56,1,0,0,0,308,1550,916,18,12,1,22,10,289,30,Match Report
1540,Gladbach,2024-08-23,308,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,43,2,0,0,0,308,1499,831,18,11,5,10,9,386,16,Match Report
1541,Southampton,2024-12-29,308,@,Crystal Palace,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,308,1343,665,11,9,3,18,11,374,23,Match Report
1542,Bournemouth,2025-01-04,308,,Everton,eng Premier League,W 1-0,1,0,+1,58,1,0,0,0,308,1607,913,24,13,6,10,12,365,48,Match Report
1543,Wolfsburg,2025-01-11,308,@,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,308,1213,494,12,9,4,21,6,310,29,Match Report
1544,Werder Bremen,2025-03-15,308,,Gladbach,de Bundesliga,L 2-4,2,4,-2,53,1,1,1,0,308,1557,744,15,12,7,13,11,421,48,Match Report
1545,Saint-Étienne,2024-08-24,308,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,59,0,0,0,0,308,2012,989,15,14,3,17,8,406,39,Match Report
1546,Monaco,2025-02-01,308,,Auxerre,fr Ligue 1,W 4-2,4,2,+2,57,4,0,0,0,308,1799,995,15,19,4,20,12,434,54,Match Report
1547,Osasuna,2024-09-01,307,,Celta Vigo,es La Liga,W 3-2,3,2,+1,50,2,0,0,0,307,1571,723,16,14,3,9,2,392,41,Match Report
1548,Nice,2025-03-29,307,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,42,1,0,0,0,307,1731,885,18,13,3,21,9,286,26,Match Report
1549,Valladolid,2025-01-11,307,,Betis,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,307,1830,811,15,14,6,14,7,300,21,Match Report
1550,Villarreal,2025-02-01,307,,Valladolid,es La Liga,W 5-1,5,1,+4,53,5,0,0,0,307,1890,1080,18,14,4,9,10,430,57,Match Report
1551,Southampton,2025-04-02,307,,Crystal Palace,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,307,1344,587,15,15,3,20,9,324,29,Match Report
1552,Le Havre,2024-12-07,307,@,Nice,fr Ligue 1,L 1-2,1,2,-1,49,1,0,0,0,307,1617,681,18,5,1,18,11,333,46,Match Report
1553,Leganés,2024-09-28,307,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,307,1746,1038,16,12,4,8,9,342,34,Match Report
1554,Reims,2024-11-03,307,@,Toulouse,fr Ligue 1,L 0-1,0,1,-1,49,0,0,0,0,307,1711,852,22,13,6,24,6,312,32,Match Report
1555,Girona,2024-11-10,307,@,Getafe,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,307,1526,656,5,3,1,12,6,399,17,Match Report
1556,RB Leipzig,2025-03-08,307,@,Freiburg,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,307,1288,634,14,14,3,14,9,367,33,Match Report
1557,Lyon,2024-09-29,307,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,307,1451,724,18,6,5,12,17,429,37,Match Report
1558,Valencia,2025-03-02,307,@,Osasuna,es La Liga,D 3-3,3,3,0,49,3,0,0,0,307,1679,949,18,11,2,14,8,392,35,Match Report
1559,Real Sociedad,2025-01-19,307,@,Valencia,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,307,1855,995,20,10,2,15,8,439,56,Match Report
1560,Celta Vigo,2024-08-23,307,,Valencia,es La Liga,W 3-1,3,1,+2,49,3,0,1,1,307,1499,645,11,5,4,13,12,450,26,Match Report
1561,Manchester Utd,2024-11-03,306,,Chelsea,eng Premier League,D 1-1,1,1,0,46,0,1,1,0,306,1718,813,17,9,5,5,9,339,29,Match Report
1562,Gladbach,2025-01-25,306,,Bochum,de Bundesliga,W 3-0,3,0,+3,57,3,0,1,1,306,1658,797,20,10,7,7,9,427,34,Match Report
1563,Bournemouth,2024-09-30,306,,Southampton,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,306,1424,669,16,13,5,11,15,314,36,Match Report
1564,St. Pauli,2024-10-26,306,,Wolfsburg,de Bundesliga,D 0-0,0,0,0,54,0,0,0,0,306,1709,919,16,13,6,11,3,417,35,Match Report
1565,Werder Bremen,2025-01-12,306,@,RB Leipzig,de Bundesliga,L 2-4,2,4,-2,51,2,0,0,0,306,1368,707,13,8,2,17,9,465,47,Match Report
1566,Genoa,2024-09-01,306,,Hellas Verona,it Serie A,L 0-2,0,2,-2,58,0,0,0,0,306,1618,890,13,13,2,16,12,395,42,Match Report
1567,Wolves,2024-08-17,306,@,Arsenal,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,306,1620,738,12,8,6,16,10,318,24,Match Report
1568,Freiburg,2024-11-23,306,@,Dortmund,de Bundesliga,L 0-4,0,4,-4,41,0,0,0,0,306,1253,516,4,8,0,14,10,386,19,Match Report
1569,Espanyol,2024-12-14,306,,Osasuna,es La Liga,D 0-0,0,0,0,42,0,0,0,0,306,1943,1053,17,12,2,18,6,304,25,Match Report
1570,Dortmund,2025-01-25,306,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,1,0,0,0,306,1413,629,12,6,4,12,9,315,18,Match Report
1571,Leverkusen,2025-02-02,306,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,306,1527,717,13,15,4,13,4,446,32,Match Report
1572,Nantes,2024-12-15,306,@,Brest,fr Ligue 1,L 1-4,1,4,-3,49,1,0,0,0,306,1503,825,18,10,4,16,10,417,43,Match Report
1573,Brest,2024-12-15,306,,Nantes,fr Ligue 1,W 4-1,4,1,+3,51,4,0,0,0,306,1912,918,17,6,7,18,5,458,27,Match Report
1574,Augsburg,2025-03-15,305,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,305,1589,747,15,14,2,14,7,318,30,Match Report
1575,Valladolid,2025-02-01,305,@,Villarreal,es La Liga,L 1-5,1,5,-4,47,1,0,0,0,305,1606,940,15,11,1,11,8,375,20,Match Report
1576,Villarreal,2025-01-20,305,,Mallorca,es La Liga,W 4-0,4,0,+4,43,4,0,0,0,305,1593,906,20,14,6,9,8,351,45,Match Report
1577,Mallorca,2025-01-25,305,,Betis,es La Liga,L 0-1,0,1,-1,48,0,0,0,0,305,1654,712,18,12,5,18,10,308,35,Match Report
1578,Gladbach,2024-11-03,305,,Werder Bremen,de Bundesliga,W 4-1,4,1,+3,47,3,0,0,0,305,1586,712,16,9,5,15,10,418,40,Match Report
1579,Southampton,2024-12-04,305,,Chelsea,eng Premier League,L 1-5,1,5,-4,45,1,0,0,0,305,1844,997,17,10,4,9,3,394,28,Match Report
1580,Bournemouth,2025-01-25,305,,Nott'ham Forest,eng Premier League,W 5-0,5,0,+5,50,5,0,0,0,305,2136,1238,33,16,11,19,8,290,33,Match Report
1581,Alavés,2025-02-09,305,,Getafe,es La Liga,L 0-1,0,1,-1,65,0,0,0,0,305,1438,784,16,7,1,17,5,351,43,Match Report
1582,Mainz 05,2024-12-08,305,@,Wolfsburg,de Bundesliga,L 3-4,3,4,-1,56,3,0,0,0,305,1490,596,13,7,3,17,7,431,39,Match Report
1583,Ipswich Town,2024-09-21,305,@,Southampton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,305,1496,731,13,12,5,14,8,368,40,Match Report
1584,Napoli,2024-08-25,305,,Bologna,it Serie A,W 3-0,3,0,+3,39,3,0,0,0,305,1585,794,22,10,8,11,9,282,28,Match Report
1585,Celta Vigo,2025-04-05,305,@,Mallorca,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,305,1534,788,14,9,5,23,13,438,49,Match Report
1586,Augsburg,2025-01-12,304,,Stuttgart,de Bundesliga,L 0-1,0,1,-1,43,0,0,0,0,304,1270,664,10,9,2,18,12,333,29,Match Report
1587,Mallorca,2025-02-16,304,,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,304,1780,770,17,18,5,18,7,359,39,Match Report
1588,Genoa,2024-11-24,304,,Cagliari,it Serie A,D 2-2,2,2,0,52,2,0,0,0,304,1557,847,15,9,8,14,4,392,21,Match Report
1589,Angers,2024-10-26,304,,Saint-Étienne,fr Ligue 1,W 4-2,4,2,+2,42,3,1,1,0,304,1877,1131,17,15,3,18,4,340,25,Match Report
1590,Angers,2024-09-01,304,,Nice,fr Ligue 1,L 1-4,1,4,-3,54,0,1,1,0,304,1802,940,23,17,6,13,13,403,53,Match Report
1591,Lazio,2024-08-31,304,,Milan,it Serie A,D 2-2,2,2,0,43,2,0,0,0,304,1417,674,13,6,4,17,8,340,33,Match Report
1592,Leganés,2025-02-23,304,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,45,0,0,0,0,304,1123,454,6,11,4,24,8,318,26,Match Report
1593,Reims,2025-02-02,304,,Nantes,fr Ligue 1,L 1-2,1,2,-1,55,0,0,0,0,304,1979,1078,21,18,3,8,9,389,41,Match Report
1594,Reims,2024-11-29,304,,Lens,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,304,1871,932,12,21,1,12,11,401,28,Match Report
1595,Sevilla,2024-12-02,304,,Osasuna,es La Liga,D 1-1,1,1,0,64,1,0,0,0,304,1625,927,19,11,5,17,5,425,44,Match Report
1596,Strasbourg,2025-01-12,304,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,47,2,0,0,0,304,1378,784,19,14,3,12,9,369,27,Match Report
1597,Parma,2025-03-08,304,,Torino,it Serie A,D 2-2,2,2,0,53,2,0,0,0,304,1360,650,18,7,5,10,3,316,29,Match Report
1598,Brest,2024-08-25,304,@,Lens,fr Ligue 1,L 0-2,0,2,-2,48,0,0,0,0,304,1491,635,14,13,2,13,5,383,33,Match Report
1599,Hellas Verona,2025-02-08,303,,Atalanta,it Serie A,L 0-5,0,5,-5,38,0,0,0,0,303,1450,587,13,7,3,22,6,322,29,Match Report
1600,Villarreal,2024-09-30,303,,Las Palmas,es La Liga,W 3-1,3,1,+2,43,3,0,1,1,303,1654,970,21,23,11,12,0,403,46,Match Report
1601,Mallorca,2024-09-27,303,@,Valladolid,es La Liga,W 2-1,2,1,+1,49,2,0,0,0,303,1604,808,14,15,1,17,7,344,33,Match Report
1602,Fiorentina,2024-12-23,303,,Udinese,it Serie A,L 1-2,1,2,-1,51,0,1,1,0,303,1463,733,15,11,3,15,7,327,44,Match Report
1603,St. Pauli,2025-02-09,303,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,44,0,0,0,0,303,1509,751,13,11,4,11,5,380,32,Match Report
1604,Lazio,2024-10-06,303,,Empoli,it Serie A,W 2-1,2,1,+1,58,2,0,1,1,303,1953,1068,22,20,5,15,9,378,51,Match Report
1605,West Ham,2025-01-18,303,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,303,1458,761,10,6,2,11,10,458,24,Match Report
1606,Girona,2025-01-26,303,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,43,1,0,0,0,303,1599,857,16,10,2,20,9,339,41,Match Report
1607,RB Leipzig,2024-08-24,303,,Bochum,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,303,1801,843,20,7,4,15,11,438,45,Match Report
1608,Lille,2024-11-01,303,,Lyon,fr Ligue 1,D 1-1,1,1,0,47,1,0,0,0,303,1550,751,16,9,7,12,12,344,38,Match Report
1609,Chelsea,2025-01-14,303,,Bournemouth,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,303,1775,930,19,6,9,16,2,378,35,Match Report
1610,Napoli,2024-12-01,303,@,Torino,it Serie A,W 1-0,1,0,+1,52,1,0,0,0,303,1549,854,18,7,5,13,6,451,37,Match Report
1611,Lecce,2024-09-15,303,@,Torino,it Serie A,D 0-0,0,0,0,47,0,0,0,0,303,1499,623,9,11,2,14,4,337,28,Match Report
1612,Hoffenheim,2025-03-14,302,@,St. Pauli,de Bundesliga,L 0-1,0,1,-1,56,0,0,0,0,302,1416,646,13,9,1,16,3,400,35,Match Report
1613,Athletic Club,2025-03-09,302,,Mallorca,es La Liga,D 1-1,1,1,0,55,1,0,0,0,302,1908,1060,20,15,4,17,11,378,41,Match Report
1614,Wolfsburg,2025-02-08,302,,Leverkusen,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,302,1368,680,12,6,3,14,3,302,29,Match Report
1615,Genoa,2025-02-08,302,@,Torino,it Serie A,D 1-1,1,1,0,43,1,0,0,0,302,1450,718,15,10,2,23,4,309,30,Match Report
1616,West Ham,2024-12-26,302,@,Southampton,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,302,1692,886,15,10,7,10,9,340,19,Match Report
1617,Reims,2024-10-06,302,,Montpellier,fr Ligue 1,W 4-2,4,2,+2,48,3,1,1,0,302,1928,1126,19,10,6,21,5,367,41,Match Report
1618,Sevilla,2025-02-24,302,,Mallorca,es La Liga,D 1-1,1,1,0,53,1,0,0,0,302,1760,1005,20,12,7,15,8,382,34,Match Report
1619,Lille,2024-12-01,302,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,58,0,2,2,0,302,1823,1019,17,14,7,13,5,399,41,Match Report
1620,Valencia,2024-12-22,302,,Alavés,es La Liga,D 2-2,2,2,0,62,1,1,1,0,302,1573,810,17,16,0,12,9,400,45,Match Report
1621,Real Sociedad,2024-08-18,302,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,66,1,0,0,0,302,2004,953,19,8,5,17,13,391,38,Match Report
1622,Parma,2024-12-06,302,@,Inter,it Serie A,L 1-3,1,3,-2,43,0,0,0,0,302,1551,809,15,13,3,7,8,342,24,Match Report
1623,Brest,2024-12-06,302,@,Lille,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,302,1377,655,9,6,1,9,5,322,21,Match Report
1624,Monaco,2025-03-29,302,,Nice,fr Ligue 1,W 2-1,2,1,+1,58,2,0,1,1,302,2129,1097,26,16,7,17,11,403,38,Match Report
1625,Lecce,2025-01-31,302,@,Parma,it Serie A,W 3-1,3,1,+2,53,3,0,0,0,302,1583,937,13,7,0,15,7,419,29,Match Report
1626,Osasuna,2025-02-10,301,@,Mallorca,es La Liga,D 1-1,1,1,0,54,1,0,0,0,301,1621,773,16,14,2,16,8,348,45,Match Report
1627,Heidenheim,2025-03-01,301,,Gladbach,de Bundesliga,L 0-3,0,3,-3,45,0,0,0,0,301,1701,839,18,13,7,11,5,349,38,Match Report
1628,Heidenheim,2024-09-28,301,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,50,2,0,0,0,301,1230,575,10,9,1,11,12,318,25,Match Report
1629,Stuttgart,2025-01-18,301,,Freiburg,de Bundesliga,W 4-0,4,0,+4,56,3,1,1,0,301,1523,803,14,10,4,9,10,465,26,Match Report
1630,Milan,2024-12-29,301,,Roma,it Serie A,D 1-1,1,1,0,46,1,0,0,0,301,1672,923,23,16,7,11,11,329,37,Match Report
1631,Real Sociedad,2024-12-15,301,,Las Palmas,es La Liga,D 0-0,0,0,0,61,0,0,0,0,301,1850,980,19,15,3,19,9,363,35,Match Report
1632,Eint Frankfurt,2024-10-27,301,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,52,1,0,0,0,301,1509,779,15,8,2,20,7,403,16,Match Report
1633,Eint Frankfurt,2024-09-14,301,@,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,40,1,1,1,0,301,1508,783,19,20,7,17,9,290,28,Match Report
1634,Bologna,2024-11-10,300,@,Roma,it Serie A,W 3-2,3,2,+1,46,3,0,0,0,300,1512,679,12,8,6,17,9,293,25,Match Report
1635,Mallorca,2025-04-05,300,,Celta Vigo,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,300,1563,604,4,5,1,18,12,341,17,Match Report
1636,Athletic Club,2024-08-15,300,,Getafe,es La Liga,D 1-1,1,1,0,68,1,0,0,0,300,1732,1064,12,5,2,8,13,384,41,Match Report
1637,Crystal Palace,2024-12-26,300,@,Bournemouth,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,300,1560,619,12,12,1,23,11,361,40,Match Report
1638,Wolfsburg,2025-02-15,300,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,43,1,1,1,0,300,1369,605,10,6,4,11,10,297,23,Match Report
1639,West Ham,2025-03-10,300,,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,300,1669,833,22,14,3,13,5,392,27,Match Report
1640,West Ham,2024-11-02,300,@,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,300,1696,896,17,11,2,9,11,323,20,Match Report
1641,Aston Villa,2024-11-03,300,@,Tottenham,eng Premier League,L 1-4,1,4,-3,49,1,0,0,0,300,1799,891,13,11,3,11,7,338,23,Match Report
1642,Wolves,2025-04-01,300,,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,300,1657,706,14,15,2,19,16,357,21,Match Report
1643,Venezia,2025-03-08,300,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,300,1278,563,5,8,1,15,13,312,19,Match Report
1644,Rennes,2024-09-27,300,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,39,0,1,1,0,300,1380,680,19,10,3,9,10,336,28,Match Report
1645,Cagliari,2024-09-20,300,,Empoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,300,1346,476,9,4,1,19,7,381,31,Match Report
1646,Chelsea,2025-04-03,300,,Tottenham,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,300,1514,715,18,10,7,13,8,395,37,Match Report
1647,Valencia,2024-09-24,300,,Osasuna,es La Liga,D 0-0,0,0,0,52,0,0,0,0,300,1872,1066,17,11,6,23,8,329,35,Match Report
1648,Betis,2024-10-27,300,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,42,0,0,0,0,300,1394,734,25,18,8,20,2,322,42,Match Report
1649,Las Palmas,2025-03-14,299,,Alavés,es La Liga,D 2-2,2,2,0,61,1,1,1,0,299,1488,815,12,9,4,17,6,384,41,Match Report
1650,Las Palmas,2024-12-07,299,,Valladolid,es La Liga,W 2-1,2,1,+1,58,2,0,0,0,299,1486,704,14,8,2,12,9,449,32,Match Report
1651,Augsburg,2024-11-30,299,,Bochum,de Bundesliga,W 1-0,1,0,+1,52,0,1,1,0,299,1526,757,19,10,2,22,6,367,38,Match Report
1652,Manchester Utd,2025-02-26,299,,Ipswich Town,eng Premier League,W 3-2,3,2,+1,45,2,0,0,0,299,1728,839,12,12,6,9,4,308,31,Match Report
1653,Manchester Utd,2024-12-26,299,@,Wolves,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,299,1469,709,12,10,2,12,12,385,33,Match Report
1654,Holstein Kiel,2024-09-21,299,@,Bochum,de Bundesliga,D 2-2,2,2,0,56,2,0,0,0,299,1280,627,18,11,4,9,5,362,32,Match Report
1655,Athletic Club,2024-10-19,299,,Espanyol,es La Liga,W 4-1,4,1,+3,56,4,0,0,0,299,1750,952,19,11,4,15,10,428,44,Match Report
1656,Bournemouth,2024-12-16,299,,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,299,1795,1050,22,13,5,19,6,359,50,Match Report
1657,Stuttgart,2025-03-08,299,@,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,48,2,0,0,0,299,1462,680,7,7,1,14,5,388,34,Match Report
1658,Stuttgart,2025-01-25,299,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,299,1781,913,16,10,7,18,20,399,41,Match Report
1659,Bochum,2025-03-16,299,,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,51,1,0,0,0,299,1278,613,10,7,1,17,10,348,33,Match Report
1660,Strasbourg,2025-03-28,299,,Lyon,fr Ligue 1,W 4-2,4,2,+2,40,4,0,0,0,299,1420,758,13,8,6,15,7,343,19,Match Report
1661,Cagliari,2025-02-03,299,,Lazio,it Serie A,L 1-2,1,2,-1,40,1,0,0,0,299,1466,852,19,6,6,9,9,309,35,Match Report
1662,Nott'ham Forest,2024-08-17,299,,Bournemouth,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,299,1594,936,18,17,3,12,8,410,35,Match Report
1663,Nice,2025-02-02,298,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,46,0,1,1,0,298,1284,789,17,4,1,16,9,384,30,Match Report
1664,Bournemouth,2025-02-01,298,,Liverpool,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,298,1879,1122,26,13,4,20,6,342,39,Match Report
1665,Genoa,2025-03-02,298,,Empoli,it Serie A,D 1-1,1,1,0,60,1,0,0,0,298,1246,472,8,6,2,20,9,337,20,Match Report
1666,Sevilla,2024-11-09,298,@,Leganés,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,298,1485,704,20,10,7,15,12,397,35,Match Report
1667,Sevilla,2024-11-03,298,,Real Sociedad,es La Liga,L 0-2,0,2,-2,55,0,0,0,0,298,1392,548,6,11,0,22,10,412,30,Match Report
1668,Everton,2024-10-19,298,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,298,1589,756,23,9,8,12,7,334,32,Match Report
1669,Real Sociedad,2024-12-21,298,@,Celta Vigo,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,298,1547,629,12,7,4,18,4,403,32,Match Report
1670,Monaco,2025-02-07,298,@,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,37,1,0,0,0,298,1164,494,6,6,1,12,10,285,33,Match Report
1671,Hoffenheim,2024-12-01,297,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,297,1155,515,8,4,2,21,20,327,26,Match Report
1672,Torino,2025-01-19,297,@,Fiorentina,it Serie A,D 1-1,1,1,0,47,1,0,0,0,297,1416,713,9,9,5,13,9,346,28,Match Report
1673,Mallorca,2025-02-24,297,@,Sevilla,es La Liga,D 1-1,1,1,0,47,1,0,0,0,297,1580,773,16,13,0,14,12,328,34,Match Report
1674,Espanyol,2025-03-29,297,,Atlético Madrid,es La Liga,D 1-1,1,1,0,39,0,1,1,0,297,1569,809,12,8,3,11,8,340,38,Match Report
1675,RB Leipzig,2025-01-15,297,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,1,0,0,0,297,1266,539,9,7,2,16,11,374,29,Match Report
1676,Venezia,2025-01-12,297,,Inter,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,297,1532,826,11,7,5,17,9,321,27,Match Report
1677,Eint Frankfurt,2025-01-17,297,,Dortmund,de Bundesliga,W 2-0,2,0,+2,33,2,0,0,0,297,1500,768,14,12,6,14,9,278,29,Match Report
1678,Osasuna,2024-11-02,296,,Valladolid,es La Liga,W 1-0,1,0,+1,49,0,1,1,0,296,1432,815,24,15,8,16,8,282,53,Match Report
1679,Athletic Club,2024-12-21,296,@,Osasuna,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,296,1610,843,17,11,5,27,9,342,36,Match Report
