Rk,Team,Date,Gls,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Gls,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
2120,Osasuna,2025-03-27,0,@,Barcelona,es La Liga,L 0-3,0,3,-3,26,0,0,0,0,0,4,0.00,,0,0.0,8.9,0,Match Report
2121,Osasuna,2025-02-21,0,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,0,18,0.00,0.00,1,5.6,17.4,0,Match Report
2122,Osasuna,2025-01-12,0,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,0,6,0.00,0.00,1,16.7,25.2,0,Match Report
2123,Osasuna,2024-12-14,0,@,Espanyol,es La Liga,D 0-0,0,0,0,58,0,0,0,0,0,6,0.00,,0,0.0,28.4,0,Match Report
2124,Osasuna,2024-11-09,0,@,Real Madrid,es La Liga,L 0-4,0,4,-4,32,0,0,0,0,0,2,0.00,,0,0.0,31.7,1,Match Report
2125,Osasuna,2024-09-24,0,@,Valencia,es La Liga,D 0-0,0,0,0,48,0,0,0,0,0,9,0.00,0.00,2,22.2,19.8,0,Match Report
2126,Osasuna,2024-08-29,0,@,Girona,es La Liga,L 0-4,0,4,-4,40,0,0,0,0,0,1,0.00,,0,0.0,30.0,0,Match Report
2127,Osasuna,2024-08-17,0,,Leganés,es La Liga,D 1-1,1,1,0,61,0,0,0,0,0,16,0.00,0.00,6,37.5,13.8,0,Match Report
2128,Udinese,2025-04-04,0,@,Genoa,it Serie A,L 0-1,0,1,-1,46,0,0,0,0,0,5,0.00,0.00,2,40.0,9.7,0,Match Report
2129,Udinese,2025-03-15,0,,Hellas Verona,it Serie A,L 0-1,0,1,-1,64,0,0,0,0,0,11,0.00,0.00,3,27.3,22.2,1,Match Report
2130,Udinese,2025-01-11,0,,Atalanta,it Serie A,D 0-0,0,0,0,46,0,0,0,0,0,12,0.00,0.00,3,25.0,14.6,1,Match Report
2131,Udinese,2025-01-04,0,@,Hellas Verona,it Serie A,D 0-0,0,0,0,63,0,0,0,0,0,15,0.00,0.00,6,40.0,20.8,1,Match Report
2132,Udinese,2024-12-01,0,,Genoa,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,0,4,0.00,0.00,2,50.0,21.8,0,Match Report
2133,Udinese,2024-11-02,0,,Juventus,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,0,11,0.00,0.00,2,18.2,16.9,0,Match Report
2134,Udinese,2024-10-19,0,@,Milan,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,0,13,0.00,0.00,1,7.7,20.2,1,Match Report
2135,Udinese,2024-09-22,0,@,Roma,it Serie A,L 0-3,0,3,-3,38,0,0,0,0,0,9,0.00,0.00,2,22.2,17.6,0,Match Report
2136,Bayern Munich,2025-02-15,0,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,43,0,0,0,0,0,2,0.00,,0,0.0,14.7,0,Match Report
2137,Augsburg,2025-03-02,0,,Freiburg,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,0,13,0.00,0.00,5,38.5,16.9,1,Match Report
2138,Augsburg,2025-02-14,0,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,0,11,0.00,0.00,2,18.2,16.3,0,Match Report
2139,Augsburg,2025-02-08,0,@,Mainz 05,de Bundesliga,D 0-0,0,0,0,34,0,0,0,0,0,9,0.00,0.00,2,22.2,21.8,0,Match Report
2140,Augsburg,2025-01-12,0,,Stuttgart,de Bundesliga,L 0-1,0,1,-1,43,0,0,0,0,0,8,0.00,0.00,2,25.0,21.0,0,Match Report
2141,Augsburg,2024-12-14,0,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,35,0,0,0,0,0,8,0.00,0.00,4,50.0,16.1,0,Match Report
2142,Augsburg,2024-11-22,0,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,20,0,0,0,0,0,2,0.00,0.00,1,50.0,10.2,0,Match Report
2143,Augsburg,2024-11-10,0,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,44,0,0,0,0,0,16,0.00,0.00,4,25.0,20.4,1,Match Report
2144,Augsburg,2024-09-28,0,@,RB Leipzig,de Bundesliga,L 0-4,0,4,-4,41,0,0,1,1,0,6,0.00,,0,0.0,17.2,0,Match Report
2145,Augsburg,2024-09-01,0,@,Heidenheim,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,0,15,0.00,,0,0.0,19.6,2,Match Report
2146,Hellas Verona,2025-03-31,0,,Parma,it Serie A,D 0-0,0,0,0,42,0,0,0,0,0,6,0.00,,0,0.0,14.2,0,Match Report
2147,Hellas Verona,2025-03-03,0,@,Juventus,it Serie A,L 0-2,0,2,-2,25,0,0,0,0,0,5,0.00,0.00,2,40.0,17.8,0,Match Report
2148,Hellas Verona,2025-02-15,0,@,Milan,it Serie A,L 0-1,0,1,-1,27,0,0,0,0,0,7,0.00,0.00,2,28.6,18.6,1,Match Report
2149,Hellas Verona,2025-02-08,0,,Atalanta,it Serie A,L 0-5,0,5,-5,38,0,0,0,0,0,18,0.00,0.00,6,33.3,18.4,1,Match Report
2150,Hellas Verona,2025-02-01,0,@,Monza,it Serie A,W 1-0,1,0,+1,34,0,0,0,0,0,12,0.00,0.00,4,33.3,21.1,0,Match Report
2151,Hellas Verona,2025-01-19,0,,Lazio,it Serie A,L 0-3,0,3,-3,36,0,0,0,0,0,16,0.00,0.00,3,18.8,15.9,0,Match Report
2152,Hellas Verona,2025-01-12,0,@,Napoli,it Serie A,L 0-2,0,2,-2,31,0,0,0,0,0,6,0.00,0.00,2,33.3,22.1,0,Match Report
2153,Hellas Verona,2025-01-04,0,,Udinese,it Serie A,D 0-0,0,0,0,37,0,0,0,0,0,13,0.00,0.00,3,23.1,18.1,1,Match Report
2154,Hellas Verona,2024-12-20,0,,Milan,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,0,10,0.00,0.00,2,20.0,18.7,0,Match Report
2155,Hellas Verona,2024-11-29,0,@,Cagliari,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,0,11,0.00,0.00,2,18.2,19.4,0,Match Report
2156,Hellas Verona,2024-11-23,0,,Inter,it Serie A,L 0-5,0,5,-5,31,0,0,0,0,0,9,0.00,0.00,2,22.2,18.8,0,Match Report
2157,Hellas Verona,2024-10-29,0,@,Lecce,it Serie A,L 0-1,0,1,-1,42,0,0,0,0,0,7,0.00,0.00,1,14.3,24.5,1,Match Report
2158,Hellas Verona,2024-10-21,0,,Monza,it Serie A,L 0-3,0,3,-3,59,0,0,0,0,0,16,0.00,0.00,4,25.0,17.1,0,Match Report
2159,Hellas Verona,2024-08-26,0,,Juventus,it Serie A,L 0-3,0,3,-3,40,0,0,0,0,0,7,0.00,0.00,1,14.3,17.3,2,Match Report
2160,Torino,2025-02-08,0,,Genoa,it Serie A,D 1-1,1,1,0,57,0,0,0,0,0,10,0.00,0.00,3,30.0,18.0,0,Match Report
2161,Torino,2025-01-05,0,,Parma,it Serie A,D 0-0,0,0,0,62,0,0,0,0,0,12,0.00,0.00,4,33.3,17.1,0,Match Report
2162,Torino,2024-12-21,0,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,0,6,0.00,,0,0.0,17.0,0,Match Report
2163,Torino,2024-12-07,0,@,Genoa,it Serie A,D 0-0,0,0,0,48,0,0,0,0,0,10,0.00,0.00,3,30.0,19.6,0,Match Report
2164,Torino,2024-12-01,0,,Napoli,it Serie A,L 0-1,0,1,-1,48,0,0,0,0,0,5,0.00,0.00,1,20.0,19.0,0,Match Report
2165,Torino,2024-11-09,0,@,Juventus,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,0,6,0.00,0.00,1,16.7,19.2,0,Match Report
2166,Torino,2024-11-03,0,,Fiorentina,it Serie A,L 0-1,0,1,-1,54,0,0,0,0,0,9,0.00,0.00,1,11.1,20.5,1,Match Report
2167,Torino,2024-10-31,0,@,Roma,it Serie A,L 0-1,0,1,-1,43,0,0,0,0,0,4,0.00,0.00,2,50.0,17.1,0,Match Report
2168,Torino,2024-09-15,0,,Lecce,it Serie A,D 0-0,0,0,0,53,0,0,0,0,0,5,0.00,,0,0.0,17.4,1,Match Report
2169,Nice,2025-03-09,0,,Lyon,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,0,18,0.00,0.00,3,16.7,18.9,1,Match Report
2170,Nice,2024-09-28,0,@,Lens,fr Ligue 1,D 0-0,0,0,0,44,0,0,0,0,0,15,0.00,0.00,4,26.7,18.6,3,Match Report
2171,Nice,2024-09-14,0,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,0,12,0.00,0.00,4,33.3,13.6,1,Match Report
2172,Valladolid,2025-04-06,0,,Getafe,es La Liga,L 0-4,0,4,-4,51,0,0,0,0,0,5,0.00,,0,0.0,15.8,0,Match Report
2173,Valladolid,2025-03-15,0,,Celta Vigo,es La Liga,L 0-1,0,1,-1,39,0,0,0,0,0,5,0.00,0.00,2,40.0,16.1,0,Match Report
2174,Valladolid,2025-02-16,0,,Sevilla,es La Liga,L 0-4,0,4,-4,52,0,0,0,0,0,7,0.00,0.00,1,14.3,15.0,0,Match Report
2175,Valladolid,2025-02-07,0,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,31,0,0,0,0,0,8,0.00,0.00,3,37.5,19.1,1,Match Report
2176,Valladolid,2025-01-25,0,,Real Madrid,es La Liga,L 0-3,0,3,-3,32,0,0,0,0,0,6,0.00,0.00,2,33.3,16.9,0,Match Report
2177,Valladolid,2024-12-20,0,@,Girona,es La Liga,L 0-3,0,3,-3,30,0,0,0,0,0,1,0.00,0.00,1,100.0,32.5,0,Match Report
2178,Valladolid,2024-11-30,0,,Atlético Madrid,es La Liga,L 0-5,0,5,-5,45,0,0,0,0,0,9,0.00,0.00,1,11.1,14.3,0,Match Report
2179,Valladolid,2024-11-22,0,@,Getafe,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,0,6,0.00,0.00,3,50.0,16.6,1,Match Report
2180,Valladolid,2024-11-02,0,@,Osasuna,es La Liga,L 0-1,0,1,-1,51,0,0,0,0,0,7,0.00,0.00,3,42.9,24.0,1,Match Report
2181,Valladolid,2024-09-21,0,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,0,15,0.00,0.00,2,13.3,21.0,1,Match Report
2182,Valladolid,2024-08-31,0,@,Barcelona,es La Liga,L 0-7,0,7,-7,30,0,0,0,0,0,4,0.00,0.00,1,25.0,19.1,0,Match Report
2183,Valladolid,2024-08-28,0,,Leganés,es La Liga,D 0-0,0,0,0,58,0,0,0,0,0,12,0.00,0.00,2,16.7,14.2,0,Match Report
2184,Valladolid,2024-08-25,0,@,Real Madrid,es La Liga,L 0-3,0,3,-3,37,0,0,0,0,0,8,0.00,,0,0.0,18.8,0,Match Report
2185,Arsenal,2025-02-26,0,@,Nott'ham Forest,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,0,13,0.00,0.00,1,7.7,14.1,0,Match Report
2186,Arsenal,2025-02-22,0,,West Ham,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,0,20,0.00,0.00,2,10.0,16.2,1,Match Report
2187,Arsenal,2024-12-14,0,,Everton,eng Premier League,D 0-0,0,0,0,76,0,0,0,0,0,13,0.00,0.00,5,38.5,13.0,0,Match Report
2188,Arsenal,2024-11-02,0,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,0,10,0.00,,0,0.0,14.9,0,Match Report
2189,Arsenal,2024-10-19,0,@,Bournemouth,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,0,6,0.00,0.00,1,16.7,15.1,0,Match Report
2190,Heidenheim,2025-04-05,0,,Leverkusen,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,0,10,0.00,0.00,2,20.0,13.8,0,Match Report
2191,Heidenheim,2025-03-01,0,,Gladbach,de Bundesliga,L 0-3,0,3,-3,45,0,0,0,0,0,20,0.00,0.00,4,20.0,18.3,1,Match Report
2192,Heidenheim,2025-02-16,0,,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,0,12,0.00,0.00,3,25.0,20.2,0,Match Report
2193,Heidenheim,2025-02-08,0,@,Freiburg,de Bundesliga,L 0-1,0,1,-1,47,0,0,0,0,0,11,0.00,0.00,5,45.5,20.1,0,Match Report
2194,Heidenheim,2025-01-18,0,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,0,8,0.00,0.00,1,12.5,14.1,0,Match Report
2195,Heidenheim,2024-12-22,0,@,Bochum,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,0,10,0.00,0.00,2,20.0,19.5,1,Match Report
2196,Heidenheim,2024-12-01,0,,Eint Frankfurt,de Bundesliga,L 0-4,0,4,-4,46,0,0,0,0,0,8,0.00,0.00,1,12.5,17.0,0,Match Report
2197,Heidenheim,2024-11-02,0,@,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,0,17,0.00,0.00,4,23.5,15.0,0,Match Report
2198,Heidenheim,2024-10-27,0,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,17,0.00,0.00,3,17.6,18.4,2,Match Report
2199,Heidenheim,2024-10-06,0,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0,14,0.00,0.00,4,28.6,18.8,0,Match Report
2200,Heidenheim,2024-09-21,0,,Freiburg,de Bundesliga,L 0-3,0,3,-3,42,0,0,0,0,0,7,0.00,0.00,1,14.3,16.7,0,Match Report
2201,Manchester Utd,2025-04-06,0,,Manchester City,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,0,13,0.00,0.00,2,15.4,17.9,1,Match Report
2202,Manchester Utd,2025-04-01,0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,0,23,0.00,0.00,5,21.7,15.2,0,Match Report
2203,Manchester Utd,2025-02-16,0,@,Tottenham,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,0,16,0.00,0.00,6,37.5,14.6,0,Match Report
2204,Manchester Utd,2025-02-02,0,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,0,17,0.00,0.00,2,11.8,15.3,0,Match Report
2205,Manchester Utd,2024-12-30,0,,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,52,0,0,0,0,0,10,0.00,,0,0.0,16.6,0,Match Report
2206,Manchester Utd,2024-12-26,0,@,Wolves,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,0,11,0.00,0.00,4,36.4,19.2,0,Match Report
2207,Manchester Utd,2024-12-22,0,,Bournemouth,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,0,23,0.00,0.00,7,30.4,17.7,1,Match Report
2208,Manchester Utd,2024-12-04,0,@,Arsenal,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,0,5,0.00,0.00,2,40.0,17.7,0,Match Report
2209,Manchester Utd,2024-10-06,0,@,Aston Villa,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,0,10,0.00,0.00,4,40.0,21.5,1,Match Report
2210,Manchester Utd,2024-09-29,0,,Tottenham,eng Premier League,L 0-3,0,3,-3,39,0,0,0,0,0,11,0.00,0.00,2,18.2,15.1,0,Match Report
2211,Manchester Utd,2024-09-21,0,@,Crystal Palace,eng Premier League,D 0-0,0,0,0,67,0,0,0,0,0,15,0.00,0.00,6,40.0,13.9,0,Match Report
2212,Manchester Utd,2024-09-01,0,,Liverpool,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,0,8,0.00,0.00,3,37.5,15.6,0,Match Report
2213,Bologna,2025-02-22,0,@,Parma,it Serie A,L 0-2,0,2,-2,74,0,0,0,0,0,16,0.00,0.00,1,6.3,18.5,1,Match Report
2214,Bologna,2025-02-09,0,@,Lecce,it Serie A,D 0-0,0,0,0,58,0,0,0,0,0,8,0.00,0.00,2,25.0,14.8,0,Match Report
2215,Bologna,2024-11-24,0,@,Lazio,it Serie A,L 0-3,0,3,-3,30,0,0,0,0,0,3,0.00,0.00,1,33.3,35.3,0,Match Report
2216,Bologna,2024-10-06,0,,Parma,it Serie A,D 0-0,0,0,0,71,0,0,0,0,0,19,0.00,0.00,3,15.8,17.4,0,Match Report
2217,Bologna,2024-08-25,0,@,Napoli,it Serie A,L 0-3,0,3,-3,61,0,0,0,0,0,8,0.00,0.00,2,25.0,21.0,0,Match Report
2218,Barcelona,2024-12-15,0,,Leganés,es La Liga,L 0-1,0,1,-1,79,0,0,0,0,0,20,0.00,0.00,3,15.0,16.4,1,Match Report
2219,Barcelona,2024-11-10,0,@,Real Sociedad,es La Liga,L 0-1,0,1,-1,69,0,0,0,0,0,11,0.00,,0,0.0,17.6,0,Match Report
2220,Monza,2025-03-30,0,@,Cagliari,it Serie A,L 0-3,0,3,-3,58,0,0,0,0,0,12,0.00,0.00,3,25.0,20.3,1,Match Report
2221,Monza,2025-03-02,0,,Torino,it Serie A,L 0-2,0,2,-2,53,0,0,0,0,0,9,0.00,0.00,2,22.2,14.3,0,Match Report
2222,Monza,2025-02-24,0,@,Roma,it Serie A,L 0-4,0,4,-4,35,0,0,0,0,0,5,0.00,0.00,2,40.0,18.2,1,Match Report
2223,Monza,2025-02-16,0,,Lecce,it Serie A,D 0-0,0,0,0,56,0,0,0,0,0,8,0.00,0.00,3,37.5,25.5,1,Match Report
2224,Monza,2025-02-01,0,,Hellas Verona,it Serie A,L 0-1,0,1,-1,66,0,0,0,0,0,9,0.00,0.00,2,22.2,23.9,1,Match Report
2225,Monza,2025-01-27,0,@,Genoa,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,0,5,0.00,0.00,1,20.0,15.2,0,Match Report
2226,Monza,2024-12-15,0,@,Lecce,it Serie A,L 1-2,1,2,-1,55,0,0,0,0,0,9,0.00,,0,0.0,19.3,1,Match Report
2227,Monza,2024-11-10,0,,Lazio,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,0,12,0.00,0.00,2,16.7,15.4,1,Match Report
2228,Monza,2024-11-02,0,,Milan,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,0,12,0.00,0.00,2,16.7,19.8,2,Match Report
2229,Monza,2024-10-30,0,@,Atalanta,it Serie A,L 0-2,0,2,-2,47,0,0,0,0,0,4,0.00,0.00,3,75.0,28.9,1,Match Report
2230,Monza,2024-09-29,0,@,Napoli,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,0,5,0.00,0.00,1,20.0,24.3,2,Match Report
2231,Monza,2024-08-24,0,,Genoa,it Serie A,L 0-1,0,1,-1,69,0,0,0,0,0,9,0.00,0.00,2,22.2,16.7,0,Match Report
2232,Monza,2024-08-17,0,@,Empoli,it Serie A,D 0-0,0,0,0,61,0,0,0,0,0,6,0.00,0.00,1,16.7,16.0,0,Match Report
2233,Montpellier,2025-04-06,0,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,55,0,0,0,0,0,14,0.00,0.00,6,42.9,15.4,0,Match Report
2234,Montpellier,2025-03-30,0,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,47,0,0,0,0,0,12,0.00,0.00,1,8.3,24.1,0,Match Report
2235,Montpellier,2025-03-08,0,@,Lille,fr Ligue 1,L 0-1,0,1,-1,24,0,0,0,0,0,10,0.00,0.00,3,30.0,25.3,1,Match Report
2236,Montpellier,2025-03-02,0,,Rennes,fr Ligue 1,L 0-4,0,4,-4,46,0,0,0,0,0,16,0.00,0.00,5,31.3,19.7,0,Match Report
2237,Montpellier,2025-02-23,0,@,Nice,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,0,13,0.00,0.00,1,7.7,22.2,1,Match Report
2238,Montpellier,2025-02-09,0,@,Strasbourg,fr Ligue 1,L 0-2,0,2,-2,41,0,0,0,0,0,11,0.00,0.00,2,18.2,18.3,1,Match Report
2239,Montpellier,2025-01-31,0,,Lens,fr Ligue 1,L 0-2,0,2,-2,49,0,0,0,0,0,14,0.00,0.00,2,14.3,17.0,1,Match Report
2240,Montpellier,2025-01-04,0,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,43,0,0,0,0,0,16,0.00,0.00,6,37.5,19.7,1,Match Report
2241,Montpellier,2024-12-08,0,@,Lens,fr Ligue 1,L 0-2,0,2,-2,45,0,0,0,0,0,7,0.00,0.00,3,42.9,13.0,0,Match Report
2242,Montpellier,2024-11-23,0,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,67,0,0,0,0,0,11,0.00,0.00,3,27.3,20.4,2,Match Report
2243,Montpellier,2024-11-03,0,@,Le Havre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,0,15,0.00,0.00,1,6.7,18.0,0,Match Report
2244,Montpellier,2024-10-27,0,,Toulouse,fr Ligue 1,L 0-3,0,3,-3,51,0,0,0,0,0,9,0.00,0.00,2,22.2,27.3,2,Match Report
2245,Montpellier,2024-10-20,0,,Marseille,fr Ligue 1,L 0-5,0,5,-5,35,0,0,0,0,0,13,0.00,0.00,5,38.5,18.9,1,Match Report
2246,Montpellier,2024-09-15,0,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,49,0,0,0,0,0,12,0.00,0.00,4,33.3,23.5,0,Match Report
2247,Montpellier,2024-08-23,0,@,Paris S-G,fr Ligue 1,L 0-6,0,6,-6,32,0,0,0,0,0,8,0.00,0.00,3,37.5,15.9,1,Match Report
2248,Como,2025-02-01,0,@,Bologna,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,0,8,0.00,0.00,1,12.5,16.0,1,Match Report
2249,Como,2024-12-23,0,@,Inter,it Serie A,L 0-2,0,2,-2,38,0,0,0,0,0,8,0.00,0.00,4,50.0,18.7,1,Match Report
2250,Como,2024-11-24,0,,Fiorentina,it Serie A,L 0-2,0,2,-2,57,0,0,0,0,0,10,0.00,0.00,4,40.0,13.7,0,Match Report
2251,Como,2024-11-04,0,@,Empoli,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,0,12,0.00,0.00,2,16.7,16.5,0,Match Report
2252,Como,2024-10-25,0,@,Torino,it Serie A,L 0-1,0,1,-1,68,0,0,0,0,0,20,0.00,0.00,6,30.0,18.3,0,Match Report
2253,Como,2024-09-01,0,@,Udinese,it Serie A,L 0-1,0,1,-1,56,0,0,1,1,0,20,0.00,0.00,4,20.0,17.5,0,Match Report
2254,Como,2024-08-19,0,@,Juventus,it Serie A,L 0-3,0,3,-3,43,0,0,0,0,0,3,0.00,,0,0.0,19.4,0,Match Report
2255,Villarreal,2025-04-06,0,,Athletic Club,es La Liga,D 0-0,0,0,0,56,0,0,0,0,0,12,0.00,0.00,4,33.3,15.1,0,Match Report
2256,Villarreal,2025-03-08,0,@,Alavés,es La Liga,L 0-1,0,1,-1,68,0,0,0,0,0,24,0.00,0.00,2,8.3,17.5,1,Match Report
2257,Villarreal,2025-01-13,0,@,Real Sociedad,es La Liga,L 0-1,0,1,-1,44,0,0,0,0,0,15,0.00,0.00,5,33.3,16.8,1,Match Report
2258,Villarreal,2024-12-08,0,@,Athletic Club,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,0,11,0.00,0.00,1,9.1,18.2,0,Match Report
2259,Villarreal,2024-10-05,0,@,Real Madrid,es La Liga,L 0-2,0,2,-2,45,0,0,0,0,0,12,0.00,0.00,1,8.3,16.4,1,Match Report
2260,Mallorca,2025-03-30,0,@,Valencia,es La Liga,L 0-1,0,1,-1,56,0,0,0,0,0,8,0.00,0.00,2,25.0,20.3,0,Match Report
2261,Mallorca,2025-02-01,0,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,47,0,0,0,0,0,10,0.00,0.00,1,10.0,18.5,0,Match Report
2262,Mallorca,2025-01-25,0,,Betis,es La Liga,L 0-1,0,1,-1,48,0,0,0,0,0,16,0.00,0.00,3,18.8,18.4,1,Match Report
2263,Mallorca,2025-01-20,0,@,Villarreal,es La Liga,L 0-4,0,4,-4,57,0,0,0,0,0,9,0.00,0.00,2,22.2,18.2,1,Match Report
2264,Mallorca,2024-12-06,0,@,Celta Vigo,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,0,9,0.00,0.00,4,44.4,13.2,0,Match Report
2265,Mallorca,2024-11-10,0,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,53,0,0,0,0,0,13,0.00,0.00,5,38.5,15.5,2,Match Report
2266,Mallorca,2024-11-01,0,@,Alavés,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,0,7,0.00,0.00,2,28.6,16.6,0,Match Report
2267,Mallorca,2024-10-28,0,,Athletic Club,es La Liga,D 0-0,0,0,0,33,0,0,0,0,0,4,0.00,0.00,1,25.0,13.6,0,Match Report
2268,Mallorca,2024-09-14,0,,Villarreal,es La Liga,L 1-2,1,2,-1,53,0,0,0,0,0,9,0.00,0.00,4,44.4,16.9,0,Match Report
2269,Mallorca,2024-08-27,0,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,0,12,0.00,0.00,4,33.3,16.5,0,Match Report
2270,Mallorca,2024-08-24,0,@,Osasuna,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,0,10,0.00,0.00,1,10.0,17.9,0,Match Report
2271,Holstein Kiel,2025-03-29,0,,Werder Bremen,de Bundesliga,L 0-3,0,3,-3,55,0,0,0,0,0,11,0.00,,0,0.0,20.3,1,Match Report
2272,Holstein Kiel,2025-02-22,0,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,38,0,0,0,0,0,4,0.00,0.00,3,75.0,25.0,0,Match Report
2273,Holstein Kiel,2024-12-07,0,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,0,17,0.00,0.00,5,29.4,16.0,0,Match Report
2274,Holstein Kiel,2024-11-24,0,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,38,0,0,0,0,0,7,0.00,0.00,2,28.6,16.8,0,Match Report
2275,Holstein Kiel,2024-10-20,0,,Union Berlin,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,0,12,0.00,0.00,4,33.3,14.7,0,Match Report
2276,Holstein Kiel,2024-08-31,0,,Wolfsburg,de Bundesliga,L 0-2,0,2,-2,54,0,0,0,0,0,13,0.00,0.00,5,38.5,19.2,1,Match Report
2277,Athletic Club,2025-04-06,0,@,Villarreal,es La Liga,D 0-0,0,0,0,44,0,0,0,0,0,11,0.00,0.00,2,18.2,19.1,0,Match Report
2278,Athletic Club,2025-03-30,0,,Osasuna,es La Liga,D 0-0,0,0,0,61,0,0,0,0,0,11,0.00,0.00,5,45.5,18.9,0,Match Report
2279,Athletic Club,2025-03-01,0,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,0,15,0.00,0.00,3,20.0,16.9,0,Match Report
2280,Athletic Club,2025-01-26,0,,Leganés,es La Liga,D 0-0,0,0,0,68,0,0,0,0,0,29,0.00,0.00,3,10.3,18.6,1,Match Report
2281,Athletic Club,2024-10-28,0,@,Mallorca,es La Liga,D 0-0,0,0,0,67,0,0,0,0,0,20,0.00,0.00,1,5.0,19.4,0,Match Report
2282,Athletic Club,2024-08-31,0,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,53,0,0,0,0,0,8,0.00,0.00,1,12.5,24.4,0,Match Report
2283,Gladbach,2025-02-22,0,,Augsburg,de Bundesliga,L 0-3,0,3,-3,49,0,0,0,0,0,8,0.00,0.00,4,50.0,11.6,0,Match Report
2284,Gladbach,2025-01-11,0,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,33,0,0,0,0,0,5,0.00,,0,0.0,15.3,0,Match Report
