Rk,Team,Date,#OPA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,#OPA,AvgDist,Match Report
719,Strasbourg,2025-01-12,2,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,47,2,0,0,0,2,22.5,Match Report
720,Strasbourg,2024-11-09,2,,Monaco,fr Ligue 1,L 1-3,1,3,-2,43,1,0,0,0,2,21.0,Match Report
721,Cagliari,2025-01-19,2,,Lecce,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,2,23.0,Match Report
722,Cagliari,2024-11-29,2,,Hellas Verona,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,2,12.3,Match Report
723,Cagliari,2024-08-31,2,@,Lecce,it Serie A,L 0-1,0,1,-1,65,0,0,0,0,2,18.6,Match Report
724,Cagliari,2024-08-26,2,,Como,it Serie A,D 1-1,1,1,0,47,1,0,0,0,2,15.4,Match Report
725,Leverkusen,2025-02-22,2,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,62,2,0,0,0,2,21.8,Match Report
726,Leverkusen,2025-02-08,2,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,59,0,0,0,0,2,15.1,Match Report
727,Leverkusen,2025-01-18,2,,Gladbach,de Bundesliga,W 3-1,3,1,+2,55,2,1,1,0,2,17.2,Match Report
728,Leverkusen,2024-11-23,2,,Heidenheim,de Bundesliga,W 5-2,5,2,+3,78,5,0,0,0,2,17.8,Match Report
729,Leverkusen,2024-10-26,2,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,1,0,0,0,2,19.3,Match Report
730,Leverkusen,2024-10-19,2,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,54,2,0,1,1,2,15.0,Match Report
731,Lille,2025-04-05,2,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,44,1,0,0,0,2,11.4,Match Report
732,Lille,2025-02-16,2,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,63,2,0,1,1,2,16.8,Match Report
733,Lille,2025-02-01,2,,Saint-Étienne,fr Ligue 1,W 4-1,4,1,+3,67,3,1,1,0,2,20.3,Match Report
734,Lille,2025-01-10,2,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,70,0,0,1,1,2,18.7,Match Report
735,Brentford,2025-01-26,2,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,2,15.0,Match Report
736,Brentford,2025-01-01,2,,Arsenal,eng Premier League,L 1-3,1,3,-2,50,1,0,0,0,2,11.1,Match Report
737,Brentford,2024-11-09,2,,Bournemouth,eng Premier League,W 3-2,3,2,+1,51,3,0,0,0,2,14.9,Match Report
738,Brentford,2024-08-25,2,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,2,17.5,Match Report
739,Brentford,2024-08-18,2,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,46,2,0,0,0,2,14.9,Match Report
740,Roma,2025-01-26,2,@,Udinese,it Serie A,W 2-1,2,1,+1,51,0,2,2,0,2,15.8,Match Report
741,Roma,2024-10-31,2,,Torino,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,2,17.8,Match Report
742,Chelsea,2025-01-04,2,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,2,13.2,Match Report
743,Chelsea,2024-12-01,2,,Aston Villa,eng Premier League,W 3-0,3,0,+3,64,3,0,0,0,2,15.9,Match Report
744,Chelsea,2024-11-10,2,,Arsenal,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,2,11.8,Match Report
745,Chelsea,2024-10-27,2,,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,2,15.0,Match Report
746,Chelsea,2024-09-21,2,@,West Ham,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,2,12.1,Match Report
747,Chelsea,2024-09-14,2,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,66,1,0,0,0,2,15.0,Match Report
748,Chelsea,2024-08-25,2,@,Wolves,eng Premier League,W 6-2,6,2,+4,60,6,0,0,0,2,15.7,Match Report
749,Brighton,2025-04-02,2,,Aston Villa,eng Premier League,L 0-3,0,3,-3,56,0,0,0,0,2,18.3,Match Report
750,Brighton,2025-02-22,2,@,Southampton,eng Premier League,W 4-0,4,0,+4,50,4,0,0,0,2,16.3,Match Report
751,Brighton,2025-02-01,2,@,Nott'ham Forest,eng Premier League,L 0-7,0,7,-7,62,0,0,0,0,2,22.7,Match Report
752,Brighton,2025-01-19,2,@,Manchester Utd,eng Premier League,W 3-1,3,1,+2,49,3,0,0,0,2,11.8,Match Report
753,Brighton,2024-12-15,2,,Crystal Palace,eng Premier League,L 1-3,1,3,-2,64,0,0,0,0,2,12.2,Match Report
754,Brighton,2024-11-02,2,@,Liverpool,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,2,19.0,Match Report
755,Brighton,2024-09-28,2,@,Chelsea,eng Premier League,L 2-4,2,4,-2,59,2,0,0,0,2,16.2,Match Report
756,Brighton,2024-08-31,2,@,Arsenal,eng Premier League,D 1-1,1,1,0,64,1,0,0,0,2,25.0,Match Report
757,Brighton,2024-08-24,2,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,2,16.7,Match Report
758,Saint-Étienne,2025-03-01,2,,Nice,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,2,16.5,Match Report
759,Saint-Étienne,2025-02-22,2,,Angers,fr Ligue 1,D 3-3,3,3,0,61,3,0,0,0,2,14.0,Match Report
760,Saint-Étienne,2024-10-19,2,,Lens,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,2,14.4,Match Report
761,Saint-Étienne,2024-10-05,2,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,2,15.7,Match Report
762,Saint-Étienne,2024-08-24,2,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,59,0,0,0,0,2,19.2,Match Report
763,Saint-Étienne,2024-08-17,2,@,Monaco,fr Ligue 1,L 0-1,0,1,-1,39,0,0,0,0,2,14.8,Match Report
764,Everton,2025-03-15,2,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,2,16.8,Match Report
765,Everton,2025-01-04,2,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,2,15.0,Match Report
766,Everton,2024-12-26,2,@,Manchester City,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,2,14.2,Match Report
767,Everton,2024-12-01,2,@,Manchester Utd,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,2,22.0,Match Report
768,Everton,2024-10-26,2,,Fulham,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,2,11.4,Match Report
769,Everton,2024-09-28,2,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,2,14.8,Match Report
770,Everton,2024-09-14,2,@,Aston Villa,eng Premier League,L 2-3,2,3,-1,28,2,0,0,0,2,19.8,Match Report
771,Everton,2024-08-24,2,@,Tottenham,eng Premier League,L 0-4,0,4,-4,30,0,0,0,0,2,14.8,Match Report
772,Napoli,2024-12-21,2,@,Genoa,it Serie A,W 2-1,2,1,+1,62,2,0,0,0,2,13.8,Match Report
773,Napoli,2024-12-14,2,@,Udinese,it Serie A,W 3-1,3,1,+2,70,2,0,0,0,2,15.7,Match Report
774,Napoli,2024-11-24,2,,Roma,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,2,24.7,Match Report
775,Napoli,2024-10-29,2,@,Milan,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,2,14.3,Match Report
776,Napoli,2024-08-18,2,@,Hellas Verona,it Serie A,L 0-3,0,3,-3,67,0,0,0,0,2,21.2,Match Report
777,Lyon,2025-04-05,2,,Lille,fr Ligue 1,W 2-1,2,1,+1,56,1,1,1,0,2,17.5,Match Report
778,Lyon,2025-02-02,2,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,37,1,1,1,0,2,24.0,Match Report
779,Lyon,2024-12-15,2,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,32,1,0,0,0,2,16.8,Match Report
780,Lyon,2024-10-27,2,,Auxerre,fr Ligue 1,D 2-2,2,2,0,62,1,1,1,0,2,17.8,Match Report
781,Lyon,2024-09-15,2,@,Lens,fr Ligue 1,D 0-0,0,0,0,46,0,0,0,0,2,19.2,Match Report
782,Inter,2025-03-30,2,,Udinese,it Serie A,W 2-1,2,1,+1,60,2,0,0,0,2,17.0,Match Report
783,Nantes,2025-03-15,2,,Lille,fr Ligue 1,W 1-0,1,0,+1,32,1,0,0,0,2,18.3,Match Report
784,Nantes,2025-01-19,2,@,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,25,1,0,0,0,2,15.5,Match Report
785,Nantes,2024-10-27,2,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,2,18.7,Match Report
786,Atlético Madrid,2024-12-15,2,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,2,18.5,Match Report
787,Atlético Madrid,2024-12-08,2,,Sevilla,es La Liga,W 4-3,4,3,+1,57,4,0,0,0,2,29.0,Match Report
788,Atlético Madrid,2024-08-28,2,,Espanyol,es La Liga,D 0-0,0,0,0,63,0,0,0,0,2,20.7,Match Report
789,Atlético Madrid,2024-08-19,2,@,Villarreal,es La Liga,D 2-2,2,2,0,56,2,0,0,0,2,15.7,Match Report
790,Milan,2025-03-15,2,,Como,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,2,22.0,Match Report
791,Milan,2025-02-02,2,,Inter,it Serie A,D 1-1,1,1,0,37,1,0,0,0,2,26.0,Match Report
792,Milan,2025-01-26,2,,Parma,it Serie A,W 3-2,3,2,+1,61,2,1,1,0,2,19.0,Match Report
793,Milan,2025-01-18,2,@,Juventus,it Serie A,L 0-2,0,2,-2,40,0,0,0,0,2,21.5,Match Report
794,Milan,2024-12-20,2,@,Hellas Verona,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,2,15.0,Match Report
795,Milan,2024-11-23,2,,Juventus,it Serie A,D 0-0,0,0,0,44,0,0,0,0,2,15.5,Match Report
796,Milan,2024-10-06,2,@,Fiorentina,it Serie A,L 1-2,1,2,-1,59,1,0,2,2,2,17.0,Match Report
797,Milan,2024-09-14,2,,Venezia,it Serie A,W 4-0,4,0,+4,62,2,2,2,0,2,25.5,Match Report
798,Valencia,2024-12-18,2,@,Espanyol,es La Liga,D 1-1,1,1,0,54,1,0,0,0,2,22.3,Match Report
799,Valencia,2024-11-29,2,@,Mallorca,es La Liga,L 1-2,1,2,-1,52,0,1,1,0,2,17.5,Match Report
800,Valencia,2024-08-31,2,,Villarreal,es La Liga,D 1-1,1,1,0,58,1,0,0,0,2,24.0,Match Report
801,Valencia,2024-08-28,2,@,Athletic Club,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,2,17.0,Match Report
802,Juventus,2025-04-06,2,@,Roma,it Serie A,D 1-1,1,1,0,59,1,0,0,0,2,36.5,Match Report
803,Juventus,2024-12-22,2,@,Monza,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,2,12.9,Match Report
804,Juventus,2024-11-23,2,@,Milan,it Serie A,D 0-0,0,0,0,56,0,0,0,0,2,19.0,Match Report
805,Juventus,2024-10-30,2,,Parma,it Serie A,D 2-2,2,2,0,61,2,0,0,0,2,17.7,Match Report
806,Juventus,2024-09-28,2,@,Genoa,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,2,23.0,Match Report
807,Paris S-G,2025-03-29,2,@,Saint-Étienne,fr Ligue 1,W 6-1,6,1,+5,53,5,1,1,0,2,25.5,Match Report
808,Paris S-G,2024-12-06,2,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,73,0,0,0,0,2,13.8,Match Report
809,Paris S-G,2024-10-19,2,,Strasbourg,fr Ligue 1,W 4-2,4,2,+2,55,4,0,0,0,2,21.6,Match Report
810,Real Sociedad,2025-03-29,2,,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,2,18.0,Match Report
811,Real Sociedad,2025-02-23,2,,Leganés,es La Liga,W 3-0,3,0,+3,55,3,0,0,0,2,15.7,Match Report
812,Real Sociedad,2024-11-10,2,,Barcelona,es La Liga,W 1-0,1,0,+1,31,1,0,0,0,2,17.0,Match Report
813,Real Sociedad,2024-11-03,2,@,Sevilla,es La Liga,W 2-0,2,0,+2,45,1,1,1,0,2,15.6,Match Report
814,Real Sociedad,2024-09-14,2,,Real Madrid,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,2,18.6,Match Report
815,Parma,2025-04-05,2,,Inter,it Serie A,D 2-2,2,2,0,37,2,0,0,0,2,18.0,Match Report
816,Parma,2025-03-31,2,@,Hellas Verona,it Serie A,D 0-0,0,0,0,58,0,0,0,0,2,13.1,Match Report
817,Parma,2025-03-15,2,@,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,2,26.3,Match Report
818,Parma,2025-03-08,2,,Torino,it Serie A,D 2-2,2,2,0,53,2,0,0,0,2,17.8,Match Report
819,Parma,2024-11-09,2,@,Venezia,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,2,17.7,Match Report
820,Parma,2024-10-27,2,,Empoli,it Serie A,D 1-1,1,1,0,60,1,0,1,1,2,14.4,Match Report
821,Parma,2024-09-16,2,,Udinese,it Serie A,L 2-3,2,3,-1,47,2,0,0,0,2,16.3,Match Report
822,Parma,2024-08-17,2,,Fiorentina,it Serie A,D 1-1,1,1,0,39,1,0,0,0,2,15.9,Match Report
823,Eint Frankfurt,2024-09-14,2,@,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,40,1,1,1,0,2,14.2,Match Report
824,Celta Vigo,2025-03-31,2,,Las Palmas,es La Liga,D 1-1,1,1,0,61,1,0,0,0,2,11.0,Match Report
825,Celta Vigo,2025-03-15,2,@,Valladolid,es La Liga,W 1-0,1,0,+1,61,0,1,1,0,2,28.5,Match Report
826,Celta Vigo,2025-01-27,2,@,Alavés,es La Liga,D 1-1,1,1,0,51,1,0,0,0,2,16.4,Match Report
827,Celta Vigo,2025-01-19,2,,Athletic Club,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,2,13.4,Match Report
828,Celta Vigo,2024-12-21,2,,Real Sociedad,es La Liga,W 2-0,2,0,+2,42,2,0,0,0,2,11.4,Match Report
829,Celta Vigo,2024-12-14,2,@,Sevilla,es La Liga,L 0-1,0,1,-1,55,0,0,0,0,2,19.3,Match Report
830,Celta Vigo,2024-12-06,2,,Mallorca,es La Liga,W 2-0,2,0,+2,50,2,0,0,0,2,17.0,Match Report
831,Celta Vigo,2024-08-26,2,@,Villarreal,es La Liga,L 3-4,3,4,-1,55,3,0,0,0,2,21.0,Match Report
832,Brest,2025-04-05,2,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,2,19.0,Match Report
833,Brest,2025-03-30,2,@,Toulouse,fr Ligue 1,W 4-2,4,2,+2,47,4,0,0,0,2,10.8,Match Report
834,Brest,2025-03-16,2,,Reims,fr Ligue 1,D 0-0,0,0,0,71,0,0,0,0,2,18.3,Match Report
835,Brest,2025-02-07,2,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,42,2,0,0,0,2,12.8,Match Report
836,Brest,2024-08-17,2,,Marseille,fr Ligue 1,L 1-5,1,5,-4,50,1,0,1,1,2,20.7,Match Report
837,Betis,2025-03-01,2,,Real Madrid,es La Liga,W 2-1,2,1,+1,42,1,1,1,0,2,16.0,Match Report
838,Betis,2025-02-08,2,@,Celta Vigo,es La Liga,L 2-3,2,3,-1,45,2,0,0,0,2,19.3,Match Report
839,Betis,2024-12-22,2,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,2,16.3,Match Report
840,Betis,2024-10-19,2,@,Osasuna,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,2,12.0,Match Report
841,Betis,2024-09-13,2,,Leganés,es La Liga,W 2-0,2,0,+2,64,2,0,0,0,2,12.0,Match Report
842,Betis,2024-09-01,2,@,Real Madrid,es La Liga,L 0-2,0,2,-2,40,0,0,0,0,2,13.8,Match Report
843,Betis,2024-08-25,2,@,Alavés,es La Liga,D 0-0,0,0,0,62,0,0,0,0,2,19.0,Match Report
844,Betis,2024-08-15,2,,Girona,es La Liga,D 1-1,1,1,0,39,1,0,0,0,2,26.5,Match Report
845,Lens,2025-01-12,2,@,Le Havre,fr Ligue 1,W 2-1,2,1,+1,69,2,0,0,0,2,10.8,Match Report
846,Lens,2024-12-14,2,@,Auxerre,fr Ligue 1,D 2-2,2,2,0,60,2,0,0,0,2,11.5,Match Report
847,Lens,2024-12-08,2,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,55,1,0,0,0,2,23.5,Match Report
848,Lens,2024-10-06,2,@,Strasbourg,fr Ligue 1,D 2-2,2,2,0,63,2,0,0,0,2,20.8,Match Report
849,Lens,2024-09-28,2,,Nice,fr Ligue 1,D 0-0,0,0,0,56,0,0,0,0,2,15.8,Match Report
850,Lens,2024-09-15,2,,Lyon,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,2,15.0,Match Report
851,Monaco,2025-03-29,2,,Nice,fr Ligue 1,W 2-1,2,1,+1,58,2,0,1,1,2,26.5,Match Report
852,Monaco,2025-02-28,2,,Reims,fr Ligue 1,W 3-0,3,0,+3,56,3,0,0,0,2,16.2,Match Report
853,Monaco,2025-02-22,2,@,Lille,fr Ligue 1,L 1-2,1,2,-1,57,1,0,0,0,2,13.6,Match Report
854,Monaco,2025-02-01,2,,Auxerre,fr Ligue 1,W 4-2,4,2,+2,57,4,0,0,0,2,17.2,Match Report
855,Monaco,2024-12-07,2,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,58,2,0,0,0,2,19.3,Match Report
856,Monaco,2024-11-22,2,,Brest,fr Ligue 1,W 3-2,3,2,+1,51,3,0,0,0,2,12.8,Match Report
857,Monaco,2024-08-24,2,@,Lyon,fr Ligue 1,W 2-0,2,0,+2,60,2,0,0,0,2,17.0,Match Report
858,Fulham,2025-02-15,2,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,2,14.2,Match Report
859,Fulham,2024-12-14,2,@,Liverpool,eng Premier League,D 2-2,2,2,0,39,2,0,0,0,2,12.5,Match Report
860,Fulham,2024-12-01,2,@,Tottenham,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,2,14.3,Match Report
861,Fulham,2024-11-23,2,,Wolves,eng Premier League,L 1-4,1,4,-3,59,1,0,0,0,2,26.3,Match Report
862,Fulham,2024-10-26,2,@,Everton,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,2,13.8,Match Report
863,Fulham,2024-08-24,2,,Leicester City,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,2,12.8,Match Report
864,Lecce,2025-04-06,2,,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,2,14.2,Match Report
865,Lecce,2025-02-16,2,@,Monza,it Serie A,D 0-0,0,0,0,44,0,0,0,0,2,16.0,Match Report
866,Lecce,2024-12-30,2,@,Como,it Serie A,L 0-2,0,2,-2,44,0,0,0,0,2,15.0,Match Report
867,Lecce,2024-11-02,2,@,Bologna,it Serie A,L 0-1,0,1,-1,28,0,0,0,0,2,17.3,Match Report
868,Lecce,2024-09-27,2,@,Milan,it Serie A,L 0-3,0,3,-3,43,0,0,0,0,2,20.8,Match Report
869,Las Palmas,2025-04-06,1,,Real Sociedad,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,1,13.5,Match Report
870,Las Palmas,2025-02-16,1,@,Mallorca,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,1,15.3,Match Report
871,Las Palmas,2025-02-08,1,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,1,22.0,Match Report
872,Las Palmas,2025-01-24,1,,Osasuna,es La Liga,D 1-1,1,1,0,51,1,0,0,0,1,16.3,Match Report
873,Las Palmas,2024-10-26,1,,Girona,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,1,18.5,Match Report
874,Las Palmas,2024-10-21,1,@,Valencia,es La Liga,W 3-2,3,2,+1,52,3,0,0,0,1,12.7,Match Report
875,Las Palmas,2024-09-21,1,@,Osasuna,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,1,40.0,Match Report
876,Las Palmas,2024-08-16,1,,Sevilla,es La Liga,D 2-2,2,2,0,48,1,0,0,0,1,29.5,Match Report
877,Hoffenheim,2025-02-16,1,@,Werder Bremen,de Bundesliga,W 3-1,3,1,+2,37,3,0,0,0,1,12.3,Match Report
878,Hoffenheim,2025-01-18,1,@,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,1,14.8,Match Report
879,Hoffenheim,2024-12-15,1,@,Dortmund,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,1,13.3,Match Report
880,Hoffenheim,2024-11-10,1,@,Augsburg,de Bundesliga,D 0-0,0,0,0,56,0,0,0,0,1,18.5,Match Report
881,Hoffenheim,2024-11-02,1,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,1,20.0,Match Report
882,Osasuna,2025-03-30,1,@,Athletic Club,es La Liga,D 0-0,0,0,0,39,0,0,0,0,1,10.6,Match Report
883,Osasuna,2025-02-02,1,,Real Sociedad,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,1,16.0,Match Report
884,Osasuna,2025-01-24,1,@,Las Palmas,es La Liga,D 1-1,1,1,0,49,1,0,0,0,1,14.7,Match Report
885,Osasuna,2025-01-19,1,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,52,1,0,0,0,1,10.5,Match Report
886,Osasuna,2024-11-09,1,@,Real Madrid,es La Liga,L 0-4,0,4,-4,32,0,0,0,0,1,11.5,Match Report
887,Osasuna,2024-09-16,1,@,Rayo Vallecano,es La Liga,L 1-3,1,3,-2,35,1,0,0,0,1,11.3,Match Report
888,Osasuna,2024-08-29,1,@,Girona,es La Liga,L 0-4,0,4,-4,40,0,0,0,0,1,13.8,Match Report
889,Udinese,2025-04-04,1,@,Genoa,it Serie A,L 0-1,0,1,-1,46,0,0,0,0,1,14.8,Match Report
890,Udinese,2025-02-21,1,@,Lecce,it Serie A,W 1-0,1,0,+1,55,0,1,1,0,1,22.5,Match Report
891,Udinese,2024-12-29,1,,Torino,it Serie A,D 2-2,2,2,0,44,2,0,0,0,1,13.3,Match Report
892,Udinese,2024-12-01,1,,Genoa,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,1,10.8,Match Report
893,Udinese,2024-11-25,1,@,Empoli,it Serie A,D 1-1,1,1,0,70,1,0,0,0,1,15.8,Match Report
894,Udinese,2024-11-10,1,@,Atalanta,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,1,7.5,Match Report
895,Udinese,2024-10-30,1,@,Venezia,it Serie A,L 2-3,2,3,-1,43,2,0,0,0,1,17.0,Match Report
896,Udinese,2024-09-22,1,@,Roma,it Serie A,L 0-3,0,3,-3,38,0,0,0,0,1,21.0,Match Report
897,Bayern Munich,2025-03-15,1,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,80,1,0,0,0,1,13.4,Match Report
898,Bayern Munich,2025-02-15,1,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,43,0,0,0,0,1,8.6,Match Report
899,Bayern Munich,2025-01-18,1,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,71,3,0,0,0,1,16.3,Match Report
900,Bayern Munich,2025-01-15,1,,Hoffenheim,de Bundesliga,W 5-0,5,0,+5,65,4,1,1,0,1,17.5,Match Report
901,Bayern Munich,2025-01-11,1,@,Gladbach,de Bundesliga,W 1-0,1,0,+1,67,0,1,1,0,1,24.0,Match Report
902,Bayern Munich,2024-10-19,1,,Stuttgart,de Bundesliga,W 4-0,4,0,+4,65,4,0,0,0,1,15.8,Match Report
903,Bayern Munich,2024-09-21,1,@,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,69,5,0,0,0,1,12.3,Match Report
904,Augsburg,2025-03-29,1,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,44,1,0,0,0,1,12.5,Match Report
905,Augsburg,2025-02-08,1,@,Mainz 05,de Bundesliga,D 0-0,0,0,0,34,0,0,0,0,1,15.0,Match Report
906,Augsburg,2025-01-25,1,,Heidenheim,de Bundesliga,W 2-1,2,1,+1,60,2,0,0,0,1,18.0,Match Report
907,Augsburg,2025-01-12,1,,Stuttgart,de Bundesliga,L 0-1,0,1,-1,43,0,0,0,0,1,16.0,Match Report
908,Augsburg,2024-12-21,1,@,Holstein Kiel,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,1,16.0,Match Report
909,Augsburg,2024-11-02,1,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,1,11.0,Match Report
910,Augsburg,2024-09-01,1,@,Heidenheim,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,1,14.0,Match Report
911,Augsburg,2024-08-24,1,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,2,0,0,0,1,11.0,Match Report
912,Hellas Verona,2025-03-09,1,,Bologna,it Serie A,L 1-2,1,2,-1,33,1,0,0,0,1,12.0,Match Report
913,Hellas Verona,2025-03-03,1,@,Juventus,it Serie A,L 0-2,0,2,-2,25,0,0,0,0,1,14.8,Match Report
914,Hellas Verona,2025-02-23,1,,Fiorentina,it Serie A,W 1-0,1,0,+1,43,1,0,0,0,1,12.0,Match Report
915,Hellas Verona,2025-02-15,1,@,Milan,it Serie A,L 0-1,0,1,-1,27,0,0,0,0,1,8.7,Match Report
916,Hellas Verona,2025-01-12,1,@,Napoli,it Serie A,L 0-2,0,2,-2,31,0,0,0,0,1,7.8,Match Report
917,Hellas Verona,2024-11-10,1,@,Fiorentina,it Serie A,L 1-3,1,3,-2,39,1,0,0,0,1,11.6,Match Report
918,Hellas Verona,2024-08-26,1,,Juventus,it Serie A,L 0-3,0,3,-3,40,0,0,0,0,1,18.0,Match Report
919,Hellas Verona,2024-08-18,1,,Napoli,it Serie A,W 3-0,3,0,+3,33,3,0,0,0,1,13.5,Match Report
920,Torino,2025-03-08,1,@,Parma,it Serie A,D 2-2,2,2,0,47,2,0,0,0,1,10.0,Match Report
921,Torino,2025-02-01,1,@,Atalanta,it Serie A,D 1-1,1,1,0,35,1,0,0,0,1,15.0,Match Report
922,Torino,2025-01-19,1,@,Fiorentina,it Serie A,D 1-1,1,1,0,47,1,0,0,0,1,10.7,Match Report
923,Torino,2024-11-09,1,@,Juventus,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,1,11.5,Match Report
924,Torino,2024-11-03,1,,Fiorentina,it Serie A,L 0-1,0,1,-1,54,0,0,0,0,1,9.3,Match Report
925,Torino,2024-10-20,1,@,Cagliari,it Serie A,L 2-3,2,3,-1,59,2,0,0,0,1,13.6,Match Report
926,Torino,2024-08-30,1,@,Venezia,it Serie A,W 1-0,1,0,+1,58,1,0,0,0,1,12.2,Match Report
927,Nice,2025-03-01,1,@,Saint-Étienne,fr Ligue 1,W 3-1,3,1,+2,38,2,0,0,0,1,13.3,Match Report
928,Nice,2025-02-23,1,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,56,2,0,0,0,1,10.5,Match Report
929,Nice,2025-02-16,1,@,Le Havre,fr Ligue 1,W 3-1,3,1,+2,51,2,0,0,0,1,14.0,Match Report
930,Nice,2025-01-26,1,,Marseille,fr Ligue 1,W 2-0,2,0,+2,29,2,0,0,0,1,15.2,Match Report
931,Nice,2025-01-03,1,,Rennes,fr Ligue 1,W 3-2,3,2,+1,47,3,0,0,0,1,11.7,Match Report
932,Nice,2024-11-10,1,,Lille,fr Ligue 1,D 2-2,2,2,0,43,2,0,0,0,1,21.0,Match Report
